pitch_accel,pitch_filtered,front_motor_pwm,back_motor_pwm,,,,,
-693.1836,-90.8618,1081.1554,1118.8446,,,,,
322.6034,-86.0434,1077.28455,1122.71545,,,,,
486.9938,-77.1694,1078.48914,1121.51086,,,,,
-781.5954,-94.2252,1080.70764,1119.29236,,,,,
-501.0106,-105.602,1076.44373,1123.55627,,,,,
63.5144,-104.8568,1073.59949,1126.40051,,,,,
-536.027,-116.3342,1073.78577,1126.21423,,,,,
-331.8864,-123.9752,1070.91638,1129.08362,,,,,
-143.5266,-126.9092,1069.00623,1130.99377,,,,,
-953.4172,-146.2218,1068.27271,1131.72729,,,,,
-354.8488,-153.554,1063.44458,1136.55542,,,,,
290.0712,-147.1702,1061.61145,1138.38855,,,,,
-572.745,-158.4602,1063.2074,1136.7926,,,,,
-245.7478,-163.1432,1060.38489,1139.61511,,,,,
-50.0516,-163.321,1059.21423,1140.78577,,,,,
-638.17,-175.6104,1059.1698,1140.8302,,,,,
-178.8792,-178.3554,1056.09741,1143.90259,,,,,
-154.2146,-180.1126,1055.41113,1144.58887,,,,,
-399.2812,-187.159,1054.9718,1145.0282,,,,,
-102.7122,-187.9418,1053.21033,1146.78967,,,,,
-43.9446,-187.4184,1053.01453,1146.98547,,,,,
-302.711,-192.5548,1053.14539,1146.85461,,,,,
152.7126,-188.0678,1051.86133,1148.13867,,,,,
-883.4574,-205.6832,1052.98303,1147.01697,,,,,
74.3116,-202.8102,1048.57922,1151.42078,,,,,
-640.659,-214.161,1049.29749,1150.70251,,,,,
218.8492,-208.1072,1046.45972,1153.54028,,,,,
-4.253,-206.271,1047.97314,1152.02686,,,,,
-382.3708,-212.533,1048.43225,1151.56775,,,,,
60.7534,-209.444,1046.86682,1153.13318,,,,,
-945.6532,-226.6954,1047.63904,1152.36096,,,,,
-27.7024,-225.2606,1043.32617,1156.67383,,,,,
-424.8594,-231.6212,1043.68481,1156.31519,,,,,
97.572,-227.6972,1042.09473,1157.90527,,,,,
-28.139,-226.529,1043.07568,1156.92432,,,,,
-325.6332,-231.4494,1043.3678,1156.6322,,,,,
236.9756,-224.451,1042.1377,1157.8623,,,,,
-595.0354,-234.4496,1043.88721,1156.11279,,,,,
323.951,-225.7642,1041.38757,1158.61243,,,,,
-668.6852,-237.0244,1043.55896,1156.44104,,,,,
9.0196,-234.7494,1040.7439,1159.2561,,,,,
-70.2252,-233.7674,1041.31262,1158.68738,,,,,
-736.3604,-246.5838,1041.55811,1158.44189,,,,,
1419.4096,-215.5482,1038.354,1161.646,,,,,
-1223.884,-238.1712,1046.11292,1153.88708,,,,,
-3553.9364,-306.759,1040.45715,1159.54285,,,,,
-432.8846,-311.485,1023.31024,1176.68982,,,,,
44.552,-306.7156,1022.12872,1177.87122,,,,,
-697.4784,-316.6048,1023.32111,1176.67896,,,,,
-497.0818,-322.5948,1020.84882,1179.15112,,,,,
385.2844,-310.66,1019.35132,1180.64868,,,,,
-650.2026,-319.7714,1022.33502,1177.66504,,,,,
-675.8602,-329.1372,1020.05713,1179.94287,,,,,
-870.88,-342.162,1017.7157,1182.2843,,,,,
652.9456,-324.4364,1014.45953,1185.54053,,,,,
-1515.6718,-350.1782,1018.89093,1181.10913,,,,,
-19.2164,-345.7216,1012.45544,1187.54456,,,,,
-361.6342,-348.1442,1013.56958,1186.43042,,,,,
-37.1792,-344.0756,1012.96399,1187.03601,,,,,
-629.6006,-351.784,1013.98108,1186.01892,,,,,
-188.284,-350.6596,1012.05402,1187.94604,,,,,
-481.8844,-355.203,1012.33508,1187.66492,,,,,
-18.2388,-350.4386,1011.19922,1188.80078,,,,,
-664.275,-358.6232,1012.39032,1187.60962,,,,,
-247.2116,-358.319,1010.34418,1189.65576,,,,,
-922.1874,-371.3432,1010.42023,1189.57971,,,,,
231.565,-361.1022,1007.16425,1192.83582,,,,,
-567.176,-367.0342,1009.72443,1190.27551,,,,,
93.2626,-359.5846,1008.24146,1191.75854,,,,,
-548.429,-365.0064,1010.10382,1189.89612,,,,,
735.8748,-344.7796,1008.74841,1191.25159,,,,,
-479.1758,-349.1866,1013.80511,1186.19495,,,,,
-151.9026,-346.911,1012.70331,1187.29663,,,,,
-677.8736,-355.203,1013.27228,1186.72778,,,,,
228.3204,-345.2108,1011.19928,1188.80078,,,,,
-827.5892,-356.4566,1013.69733,1186.30273,,,,,
543.239,-340.0514,1010.88586,1189.11414,,,,,
-726.6986,-349.4166,1014.98718,1185.01282,,,,,
21.3424,-343.4266,1012.64587,1187.35413,,,,,
-628.6602,-350.6962,1014.14337,1185.85669,,,,,
-91.4982,-347.1848,1012.32593,1187.67407,,,,,
-823.6928,-358.0626,1013.2038,1186.79614,,,,,
0.2964,-352.3234,1010.48431,1189.51562,,,,,
-550.6808,-357.745,1011.91913,1188.08081,,,,,
-202.9466,-356.1312,1010.56378,1189.43628,,,,,
-724.5906,-364.9088,1010.96722,1189.03284,,,,,
123,-356.632,1008.77283,1191.22717,,,,,
-383.4472,-358.7166,1010.84198,1189.15796,,,,,
161.2816,-349.716,1010.32086,1189.6792,,,,,
-701.8104,-358.1526,1012.57104,1187.42896,,,,,
100.0996,-350.4046,1010.46185,1189.53809,,,,,
-472.3052,-354.2576,1012.39886,1187.6012,,,,,
-318.5838,-355.094,1011.43561,1188.56445,,,,,
114.4748,-347.0594,1011.2265,1188.77356,,,,,
-645.0794,-354.411,1013.23517,1186.76489,,,,,
-271.7906,-354.087,1011.39722,1188.60278,,,,,
-177.935,-351.8264,1011.47827,1188.52173,,,,,
0.5914,-346.131,1012.0434,1187.95654,,,,,
-227.633,-345.0712,1013.46729,1186.53271,,,,,
203.2978,-335.2402,1013.73218,1186.26782,,,,,
-316.5562,-336.1018,1016.18994,1183.81006,,,,,
-265.6324,-335.8572,1015.97455,1184.02539,,,,,
-502.7842,-340.264,1016.03571,1183.96423,,,,,
-333.7136,-341.116,1014.93396,1185.06604,,,,,
-1123.4758,-357.7938,1014.72101,1185.27905,,,,,
-160.5284,-354.6948,1010.55151,1189.44849,,,,,
-611.0936,-360.9142,1011.32629,1188.67371,,,,,
-8.8306,-354.7052,1009.77148,1190.22852,,,,,
-244.0316,-353.1432,1011.32367,1188.67627,,,,,
-84.6094,-348.3992,1011.71423,1188.28577,,,,,
-292.251,-347.7628,1012.90021,1187.09985,,,,,
-266.4576,-346.4716,1013.05933,1186.94067,,,,,
-140.1624,-342.7596,1013.38208,1186.61792,,,,,
-16.694,-336.5854,1014.31012,1185.68994,,,,,
-311.3898,-336.3496,1015.85364,1184.14636,,,,,
-253.9818,-334.9592,1015.9126,1184.0874,,,,,
-116.3004,-330.8148,1016.26019,1183.73987,,,,,
-461.4928,-333.6298,1017.29633,1182.70374,,,,,
-187.023,-330.816,1016.59253,1183.40747,,,,,
-595.453,-336.3926,1017.29596,1182.70398,,,,,
-143.6546,-332.4378,1015.90186,1184.09814,,,,,
-296.0432,-331.815,1016.89056,1183.1095,,,,,
-464.4482,-334.3358,1017.04626,1182.95374,,,,,
-287.519,-333.3316,1016.41608,1183.58398,,,,,
-96.5826,-328.3424,1016.66711,1183.33289,,,,,
-547.7652,-332.5078,1017.91443,1182.08557,,,,,
-364.6734,-332.6942,1016.87305,1183.12695,,,,,
-587.5474,-337.404,1016.82648,1183.17358,,,,,
-161.2616,-333.2816,1015.64899,1184.35095,,,,,
-295.3224,-331.8728,1016.67963,1183.32043,,,,,
-46.266,-325.4058,1017.0318,1182.96826,,,,,
-295.7256,-324.0324,1018.64856,1181.35144,,,,,
-279.9856,-322.0828,1018.99188,1181.00806,,,,,
-356.8214,-321.8306,1019.47931,1180.52075,,,,,
75.7172,-312.7884,1019.54236,1180.45764,,,,,
-1073.5306,-326.9438,1021.80292,1178.19714,,,,,
-88.0048,-320.8112,1018.26404,1181.73596,,,,,
-467.2246,-322.4724,1019.79724,1180.20276,,,,,
-53.5514,-315.5772,1019.3819,1180.61816,,,,,
-579.5878,-319.283,1021.10571,1178.89429,,,,,
-129.2112,-313.8544,1020.17926,1179.8208,,,,,
-490.3762,-315.531,1021.53638,1178.46362,,,,,
-239.4558,-312.3956,1021.11725,1178.88269,,,,,
-525.432,-314.7766,1021.90112,1178.09888,,,,,
-111.5684,-308.8004,1021.30585,1178.69409,,,,,
-305.6704,-306.7186,1022.79987,1177.20007,,,,,
-396.76,-306.562,1023.32037,1176.67969,,,,,
-157.5482,-301.5146,1023.3595,1176.6405,,,,,
-1071.7078,-314.8956,1024.62134,1175.37866,,,,,
-188.184,-310.3472,1021.27612,1178.72388,,,,,
-577.5578,-313.6162,1022.41321,1177.58679,,,,,
-235.9938,-309.8992,1021.59595,1178.40405,,,,,
-1703.802,-335.6604,1022.52515,1177.47485,,,,,
2.4744,-326.6116,1016.0849,1183.91516,,,,,
-1056.8836,-338.9554,1018.34711,1181.65295,,,,,
89.4618,-328.23,1015.26111,1184.73889,,,,,
-848.9196,-336.2526,1017.9425,1182.0575,,,,,
-75.8394,-328.5362,1015.93683,1184.06311,,,,,
-385.223,-327.0426,1017.86591,1182.13403,,,,,
-145.7654,-321.0784,1018.23938,1181.76062,,,,,
-512.6454,-322.1992,1019.73041,1180.26953,,,,,
-176.4236,-316.532,1019.4502,1180.5498,,,,,
-478.831,-316.9774,1020.867,1179.13306,,,,,
-219.3566,-312.1818,1020.75568,1179.24438,,,,,
-938.288,-321.7334,1021.95453,1178.04541,,,,,
-138.345,-315.1096,1019.56665,1180.43335,,,,,
-1817.8874,-342.0056,1021.2226,1178.77747,,,,,
-213.0116,-336.3162,1014.4986,1185.50134,,,,,
-1616.2538,-358.6992,1015.92096,1184.07898,,,,,
-164.669,-351.5984,1010.3252,1189.6748,,,,,
-1041.271,-362.0046,1012.1004,1187.89966,,,,,
3424.1098,-282.603,1009.49884,1190.50122,,,,,
-1843.275,-310.366,1029.34924,1170.65076,,,,,
-182.6472,-304.4086,1022.40851,1177.59155,,,,,
-427.4948,-303.3198,1023.89789,1176.10217,,,,,
-180.6092,-297.2978,1024.17004,1175.82996,,,,,
-2316.0268,-334.031,1025.67554,1174.32446,,,,,
-13.6498,-324.0258,1016.49225,1183.50781,,,,,
-1427.4334,-342.2176,1018.99353,1181.00647,,,,,
-80.7098,-333.2626,1014.44562,1185.55432,,,,,
-1004.013,-342.7786,1016.68439,1183.31567,,,,,
-45.962,-333.0032,1014.30536,1185.6947,,,,,
-1287.7128,-348.1558,1016.74921,1183.25073,,,,,
-124.4616,-339.7632,1012.96106,1187.03894,,,,,
-2000.89,-368.9148,1015.0592,1184.9408,,,,,
71.4184,-356.253,1007.7713,1192.22876,,,,,
206.7588,-340.9962,1010.93677,1189.06323,,,,,
33.3068,-329.6038,1014.75098,1185.24902,,,,,
-480.0742,-328.6848,1017.59906,1182.401,,,,,
-243.3682,-321.874,1017.8288,1182.17114,,,,,
-284.0766,-316.5328,1019.53149,1180.46851,,,,,
-51.727,-307.4328,1020.86676,1179.13318,,,,,
-150.1826,-300.5546,1023.14178,1176.85828,,,,,
326.4478,-284.2964,1024.86133,1175.13867,,,,,
-551.7364,-285.836,1028.9259,1171.0741,,,,,
-102.6838,-278.44,1028.54102,1171.45898,,,,,
-81.3108,-270.8284,1030.39001,1169.60999,,,,,
54.7484,-260.567,1032.29285,1167.70715,,,,,
-243.9376,-256.582,1034.85828,1165.14172,,,,,
655.4116,-234.5922,1035.85449,1164.14551,,,,,
-283.9602,-232.033,1041.35193,1158.64807,,,,,
156.486,-220.6198,1041.9917,1158.0083,,,,,
-568.737,-224.1312,1044.84509,1155.15491,,,,,
-43.0766,-216.5096,1043.96716,1156.03284,,,,,
-466.4722,-217.4866,1045.87268,1154.12732,,,,,
109.2888,-207.3756,1045.6283,1154.3717,,,,,
-603.6394,-211.951,1048.15613,1151.84387,,,,,
276.13,-198.6158,1047.01221,1152.98779,,,,,
-996.7194,-211.3748,1050.34607,1149.65393,,,,,
-32.5932,-204.5276,1047.15625,1152.84375,,,,,
-670.196,-210.6382,1048.86816,1151.13184,,,,,
313.0658,-196.9838,1047.34045,1152.65955,,,,,
235.2306,-185.042,1050.75403,1149.24597,,,,,
-31.449,-178.8712,1053.7395,1146.2605,,,,,
-9.6516,-172.2392,1055.28223,1144.71777,,,,,
-543.7762,-176.4824,1056.94019,1143.05981,,,,,
547.9744,-158.829,1055.87939,1144.12061,,,,,
-820.6776,-168.9918,1060.29272,1139.70728,,,,,
146.231,-159.7,1057.75208,1142.24792,,,,,
-351.6114,-160.3228,1060.07495,1139.92505,,,,,
96.9214,-152.2324,1059.91931,1140.08069,,,,,
-9.3346,-146.2054,1061.94189,1138.05811,,,,,
-427.7658,-148.8978,1063.44861,1136.55139,,,,,
336.3556,-136.1926,1062.77551,1137.22449,,,,,
-359.1782,-137.7318,1065.9519,1134.0481,,,,,
172.6442,-128.622,1065.56702,1134.43298,,,,,
-208.9494,-127.2042,1067.84448,1132.15552,,,,,
126.3984,-119.261,1068.19897,1131.80103,,,,,
-87.617,-115.6956,1070.18481,1129.81519,,,,,
-350.7104,-117.655,1071.07605,1128.92395,,,,,
274.4462,-106.989,1070.58618,1129.41382,,,,,
-284.9716,-107.7088,1073.25269,1126.74731,,,,,
372.909,-95.2264,1073.07275,1126.92725,,,,,
112.97,-88.1466,1076.19336,1123.80664,,,,,
-58.6342,-84.91,1077.96338,1122.03662,,,,,
-174.2336,-83.9242,1078.77246,1121.22754,,,,,
24.8086,-79.031,1079.01892,1120.98108,,,,,
363.7264,-67.3844,1080.24219,1119.75781,,,,,
-174.38,-66.551,1083.15393,1116.84607,,,,,
-224.3956,-67.083,1083.3623,1116.6377,,,,,
445.8786,-53.981,1083.22925,1116.77075,,,,,
408.342,-42.02,1086.50476,1113.49524,,,,,
153.6574,-35.3562,1089.495,1110.505,,,,,
15.5534,-31.4482,1091.16101,1108.83899,,,,,
-130.8116,-30.8938,1092.13794,1107.86206,,,,,
-234.012,-32.3528,1092.27661,1107.72339,,,,,
190.6712,-25.0902,1091.91174,1108.08826,,,,,
1658.4534,11.2172,1093.72742,1106.27258,,,,,
-239.3154,8.802,1102.80432,1097.19568,,,,,
19.961,11.7574,1102.20056,1097.79944,,,,,
-323.894,7.528,1102.93933,1097.06067,,,,,
63.5432,11.4286,1101.88196,1098.11804,,,,,
195.313,17.9636,1102.85718,1097.14282,,,,,
257.6948,25.1852,1104.49097,1095.50903,,,,,
358.9686,34.584,1106.29626,1093.70374,,,,,
-383.9126,29.2644,1108.646,1091.354,,,,,
-270.4714,25.7298,1107.31604,1092.68396,,,,,
537.9858,38.6582,1106.4325,1093.5675,,,,,
-165.1708,37.5126,1109.66455,1090.33545,,,,,
145.3768,42.3296,1109.37817,1090.62183,,,,,
-99.978,41.8376,1110.5824,1089.4176,,,,,
-687.961,30.2912,1110.45947,1089.54053,,,,,
-139.3668,29.8236,1107.57275,1092.42725,,,,,
441.0086,40.5216,1107.45593,1092.54407,,,,,
17.0834,42.9798,1110.13037,1089.86963,,,,,
-268.2366,39.7138,1110.745,1089.255,,,,,
1242.805,66.26,1109.92847,1090.07153,,,,,
355.5048,74.7852,1116.56494,1083.43506,,,,,
-653.4942,63.2946,1118.69629,1081.30371,,,,,
-591.987,52.8372,1115.82361,1084.17639,,,,,
-337.3368,47.4958,1113.20935,1086.79065,,,,,
52.3558,51.2766,1111.8739,1088.1261,,,,,
113.199,55.3548,1112.81909,1087.18091,,,,,
75.51,58.6006,1113.83875,1086.16125,,,,,
-209.239,55.8308,1114.65015,1085.34985,,,,,
331.1048,64.1288,1113.95764,1086.04236,,,,,
-440.8338,56.5992,1116.03223,1083.96777,,,,,
35.4514,58.4522,1114.14978,1085.85022,,,,,
443.929,68.6844,1114.61304,1085.38696,,,,,
-463.2282,60.9048,1117.17114,1082.82886,,,,,
51.4846,62.9452,1115.2262,1084.7738,,,,,
213.3346,68.1392,1115.73633,1084.26367,,,,,
462.2404,78.8668,1117.03479,1082.96521,,,,,
167.665,83.4938,1119.71667,1080.28333,,,,,
257.25,89.1948,1120.87341,1079.12659,,,,,
-43.5102,89.2026,1122.29871,1077.70129,,,,,
-268.1158,84.8568,1122.30066,1077.69934,,,,,
-108.0074,84.0132,1121.21423,1078.78577,,,,,
135.221,87.5856,1121.0033,1078.9967,,,,,
1120.365,111.327,1121.89636,1078.10364,,,,,
6.5398,112.2434,1127.83179,1072.16821,,,,,
-76.5962,111.4804,1128.06091,1071.93909,,,,,
-2.1466,111.5374,1127.87012,1072.12988,,,,,
315.8682,118.1394,1127.8844,1072.1156,,,,,
124.872,121.414,1129.53491,1070.46509,,,,,
845.9346,138.6952,1130.35352,1069.64648,,,,,
-315.5736,132.1924,1134.67383,1065.32617,,,,,
-93.763,130.4802,1133.0481,1066.9519,,,,,
26.8714,131.3734,1132.62,1067.38,,,,,
111.9984,134.1238,1132.84338,1067.15662,,,,,
398.1296,142.2678,1133.53101,1066.46899,,,,,
-321.6334,135.5788,1135.56702,1064.43298,,,,,
208.8478,140.6852,1133.89478,1066.10522,,,,,
128.7838,143.8402,1135.17126,1064.82874,,,,,
212.7374,148.1756,1135.96008,1064.03992,,,,,
201.745,151.743,1137.04395,1062.95605,,,,,
-242.4912,146.0194,1137.93579,1062.06421,,,,,
673.799,159.2358,1136.50488,1063.49512,,,,,
-101.145,156.6168,1139.80896,1060.19104,,,,,
333.9094,162.416,1139.15417,1060.84583,,,,,
122.6354,164.0528,1140.604,1059.396,,,,,
221.205,167.6704,1141.01318,1058.98682,,,,,
3481.5356,236.7648,1141.9176,1058.0824,,,,,
382.2908,242.5988,1159.19116,1040.80884,,,,,
264.9272,245.5134,1160.64966,1039.35034,,,,,
234.6552,247.8184,1161.3783,1038.6217,,,,,
174.6436,248.791,1161.95459,1038.04541,,,,,
-18.5808,246.1158,1162.19775,1037.80225,,,,,
-134.118,241.2212,1161.52893,1038.47107,,,,,
-419.191,230.3384,1160.3053,1039.6947,,,,,
597.3266,240.24,1157.58459,1042.41541,,,,,
256.0578,242.8202,1160.06006,1039.93994,,,,,
-105.8962,238.4408,1160.70508,1039.29492,,,,,
-41.0448,235.4046,1159.61023,1040.38977,,,,,
313.566,239.4438,1158.8512,1041.1488,,,,,
303.3696,243.196,1159.86096,1040.13904,,,,,
228.808,245.0076,1160.79907,1039.20093,,,,,
557.835,253.4278,1161.25195,1038.74805,,,,,
195.7984,254.161,1163.35693,1036.64307,,,,,
925.3958,269.6292,1163.54028,1036.45972,,,,,
464.6562,275.548,1167.40723,1032.59277,,,,,
204.1304,276.1928,1168.88696,1031.11304,,,,,
349.1664,279.6084,1169.04822,1030.95178,,,,,
321.3192,282.198,1169.9021,1030.0979,,,,,
1551.654,309.2982,1170.54956,1029.45044,,,,,
589.7972,316.3462,1177.32458,1022.67542,,,,,
1010.3454,331.9302,1179.08655,1020.91345,,,,,
13.9196,326.9424,1182.98254,1017.01746,,,,,
133.0554,324.4762,1181.7356,1018.2644,,,,,
34.4716,320.1214,1181.11902,1018.88098,,,,,
593.3898,327.1896,1180.0304,1019.9696,,,,,
-104.2444,319.9704,1181.79736,1018.20258,,,,,
770.5938,330.2166,1179.99255,1020.00739,,,,,
-125.0502,322.3522,1182.5542,1017.44586,,,,,
656.029,330.3382,1180.58801,1019.41193,,,,,
16.5528,325.1668,1182.58459,1017.41547,,,,,
560.5006,331.0168,1181.29175,1018.70831,,,,,
232.6856,330.1472,1182.75427,1017.24579,,,,,
634.3492,337.2234,1182.53687,1017.4632,,,,,
763.5594,346.961,1184.30579,1015.69415,,,,,
470.6982,350.3226,1186.74023,1013.25977,,,,,
102.9142,346.2844,1187.58069,1012.41931,,,,,
439.3208,349.013,1186.57117,1013.42889,,,,,
271.6144,348.2626,1187.2533,1012.74677,,,,,
759.5968,357.2686,1187.06567,1012.93433,,,,,
204.6078,354.8232,1189.31714,1010.68286,,,,,
552.308,359.251,1188.70581,1011.29419,,,,,
51.4056,353.304,1189.81274,1010.18726,,,,,
690.5182,360.4194,1188.32593,1011.67401,,,,,
84.3028,355.2158,1190.10486,1009.89514,,,,,
71.2522,349.5984,1188.80396,1011.19604,,,,,
384.4424,350.0902,1187.39966,1012.6004,,,,,
877.8632,360.647,1187.52258,1012.47748,,,,,
327.9356,359.6966,1190.16174,1009.83826,,,,,
549.1828,363.2792,1189.92419,1010.07587,,,,,
51.3652,356.6654,1190.81982,1009.18024,,,,,
1223.1768,373.5238,1189.16638,1010.83362,,,,,
115.8042,367.7358,1193.38098,1006.61902,,,,,
389.2616,367.7622,1191.93396,1008.06604,,,,,
177.3644,363.2856,1191.94055,1008.05945,,,,,
545.7154,366.318,1190.82141,1009.17859,,,,,
79.7014,359.8522,1191.57947,1008.42053,,,,,
354.183,359.0216,1189.96301,1010.03699,,,,,
267.5366,356.171,1189.75537,1010.24463,,,,,
331.9634,354.5602,1189.04272,1010.95721,,,,,
130.585,348.9768,1188.64001,1011.35992,,,,,
251.4652,345.751,1187.24414,1012.7558,,,,,
282.9428,343.2282,1186.43774,1013.56226,,,,,
526.7734,345.6674,1185.80701,1014.19293,,,,,
229.7112,341.9906,1186.41687,1013.58319,,,,,
342.8862,340.4228,1185.49768,1014.50232,,,,,
579.2066,343.7086,1185.10571,1014.89429,,,,,
278.4706,340.7756,1185.92712,1014.07281,,,,,
-4.7068,332.1182,1185.19397,1014.80609,,,,,
229.5096,328.2582,1183.02954,1016.97046,,,,,
256.008,324.9378,1182.06458,1017.93542,,,,,
217.6484,320.7764,1181.2345,1018.76556,,,,,
229.2252,317.0638,1180.19409,1019.80591,,,,,
347.923,315.3284,1179.26599,1020.73407,,,,,
261.191,311.9398,1178.83215,1021.16791,,,,,
57.269,304.412,1177.98499,1022.01508,,,,,
463.0802,305.0486,1176.10303,1023.89697,,,,,
214.9386,300.5054,1176.26221,1023.73785,,,,,
300.9614,297.7722,1175.12634,1024.87366,,,,,
675.7186,302.4622,1174.44312,1025.55688,,,,,
426.6734,301.9738,1175.6156,1024.3844,,,,,
424.79,301.395,1175.49341,1024.50659,,,,,
287.4482,297.925,1175.34875,1024.65125,,,,,
705.7074,302.8568,1174.4812,1025.5188,,,,,
296.6404,299.4348,1175.71423,1024.28577,,,,,
330.7284,296.724,1174.85876,1025.14124,,,,,
469.2816,296.666,1174.18103,1025.81897,,,,,
-130.4372,284.718,1174.1665,1025.8335,,,,,
330.4684,282.0472,1171.17957,1028.82043,,,,,
70.1922,274.2902,1170.51184,1029.48816,,,,,
247.9236,270.0128,1168.57251,1031.42749,,,,,
40.8898,261.8664,1167.50317,1032.49683,,,,,
39.2764,253.7038,1165.46655,1034.53345,,,,,
285.629,250.776,1163.42603,1036.57397,,,,,
23.9016,242.3614,1162.69397,1037.30603,,,,,
337.3476,240.6876,1160.59033,1039.40967,,,,,
177.415,235.734,1160.17188,1039.82812,,,,,
325.5964,233.9528,1158.93347,1041.06653,,,,,
91.9832,227.2454,1158.48816,1041.51184,,,,,
482.1546,228.4518,1156.8114,1043.1886,,,,,
-98.1048,217.9,1157.11292,1042.88708,,,,,
384.6206,217.256,1154.47498,1045.52502,,,,,
-132.7224,206.2528,1154.31396,1045.68604,,,,,
284.7474,203.8088,1151.56323,1048.43677,,,,,
136.5964,198.5956,1150.95215,1049.04785,,,,,
32.454,191.2734,1149.64893,1050.35107,,,,,
-378.3152,176.0014,1147.81836,1052.18164,,,,,
199.2554,172.438,1144.00037,1055.99963,,,,,
69.1646,166.5538,1143.1095,1056.8905,,,,,
-95.8448,157.2768,1141.63843,1058.36157,,,,,
297.1102,156.087,1139.31921,1060.68079,,,,,
-125.6666,146.5082,1139.02173,1060.97827,,,,,
756.8036,154.7502,1136.62708,1063.37292,,,,,
78.8744,149.3968,1138.6875,1061.3125,,,,,
1.6056,142.5028,1137.34924,1062.65076,,,,,
192.7916,139.686,1135.62573,1064.37427,,,,,
413.736,141.2482,1134.92151,1065.07849,,,,,
48.8372,135.2918,1135.31201,1064.68799,,,,,
369.0774,136.1042,1133.823,1066.177,,,,,
359.4512,136.6044,1134.026,1065.974,,,,,
-276.0754,124.4478,1134.15112,1065.84888,,,,,
282.8508,123.7542,1131.11194,1068.88806,,,,,
-158.4104,112.8846,1130.9386,1069.0614,,,,,
144.8768,109.0526,1128.22119,1071.77881,,,,,
-152.0382,99.8036,1127.26318,1072.73682,,,,,
619.2154,106.2842,1124.95093,1075.04907,,,,,
-65.134,98.8926,1126.57104,1073.42896,,,,,
203.4012,97.0106,1124.72314,1075.27686,,,,,
297.3052,97.05,1124.25269,1075.74731,,,,,
13.9546,90.9342,1124.26245,1075.73755,,,,,
-21.0724,84.7322,1122.73352,1077.26648,,,,,
-99.9752,76.9448,1121.18298,1078.81702,,,,,
291.2448,77.1996,1119.23621,1080.76379,,,,,
73.7056,73.1864,1119.29993,1080.70007,,,,,
-116.7414,65.4272,1118.29663,1081.70337,,,,,
139.2392,62.9236,1116.35681,1083.64319,,,,,
93.4938,59.5954,1115.73096,1084.26904,,,,,
-817.728,38.1422,1114.8988,1085.1012,,,,,
68.07,34.8302,1109.53552,1090.46448,,,,,
-63.249,28.8502,1108.70752,1091.29248,,,,,
-98.2928,22.4032,1107.21252,1092.78748,,,,,
-142.3508,15.3392,1105.60083,1094.39917,,,,,
-305.7284,4.8966,1103.83484,1096.16516,,,,,
178.2458,3.1756,1101.22412,1098.77588,,,,,
-275.3236,-5.9988,1100.79382,1099.20618,,,,,
-426.5588,-17.939,1098.50024,1101.49976,,,,,
150.407,-18.1326,1095.51526,1104.48474,,,,,
-55.1734,-22.3392,1095.4668,1104.5332,,,,,
-261.1856,-30.481,1094.41516,1105.58484,,,,,
46.8284,-32.4128,1092.37976,1107.62024,,,,,
82.5496,-33.3812,1091.89673,1108.10327,,,,,
-143.9872,-39.0674,1091.65466,1108.34534,,,,,
586.5654,-30.0074,1090.23315,1109.76685,,,,,
-289.2616,-38.2624,1092.49817,1107.50183,,,,,
159.4038,-37.5714,1090.43445,1109.56555,,,,,
-222.6132,-44.6748,1090.60718,1109.39282,,,,,
624.4866,-34.3882,1088.8313,1111.1687,,,,,
-21.5314,-37.4258,1091.40295,1108.59705,,,,,
242.6496,-35.2474,1090.64355,1109.35645,,,,,
-115.789,-40.344,1091.18811,1108.81189,,,,,
70.8386,-41.3432,1089.91394,1110.08606,,,,,
-397.985,-51.837,1089.66418,1110.33582,,,,,
241.698,-49.4588,1087.04077,1112.95923,,,,,
-115.1322,-53.9788,1087.63525,1112.36475,,,,,
-4.0904,-56.53,1086.50537,1113.49463,,,,,
-131.2492,-61.8622,1085.86743,1114.13257,,,,,
-151.6802,-67.3692,1084.53442,1115.46558,,,,,
-383.9126,-77.084,1083.15771,1116.84229,,,,,
51.3444,-78.1362,1080.729,1119.271,,,,,
-9.2136,-80.5468,1080.46594,1119.53406,,,,,
-438.8362,-91.4056,1079.86328,1120.13672,,,,,
50.6308,-92.3512,1077.14856,1122.85144,,,,,
75.175,-92.9142,1076.91223,1123.08777,,,,,
55.1418,-93.745,1076.77148,1123.22852,,,,,
47.2144,-94.5416,1076.56372,1123.43628,,,,,
-367.0198,-103.6602,1076.36462,1123.63538,,,,,
-39.1928,-106.2888,1074.08496,1125.91504,,,,,
-350.154,-114.953,1073.42786,1126.57214,,,,,
292.99,-110.3262,1071.26172,1128.73828,,,,,
-99.3698,-113.4078,1072.41846,1127.58154,,,,,
-560.9708,-125.9194,1071.64807,1128.35193,,,,,
183.7424,-123.386,1068.52014,1131.47986,,,,,
-92.3604,-125.8146,1069.15356,1130.84644,,,,,
-82.8718,-127.9804,1068.54639,1131.45361,,,,,
-554.2418,-139.9186,1068.00488,1131.99512,,,,,
-105.0552,-142.2892,1065.02039,1134.97961,,,,,
-274.811,-147.6778,1064.42773,1135.57227,,,,,
-706.4572,-161.9866,1063.08057,1136.91943,,,,,
505.9714,-151.7778,1059.5033,1140.4967,,,,,
