pitch_accel,pitch_filtered,front_motor_pwm,back_motor_pwm,,,,,
87.027,115.1292,1130.00122,1069.99878,,,,,
-301.7788,102.6524,1128.78235,1071.21765,,,,,
-139.599,93.7756,1125.66309,1074.33691,,,,,
138.4998,90.7874,1123.44385,1076.55615,,,,,
431.4734,93.9374,1122.6969,1077.3031,,,,,
-167.1078,84.929,1123.48438,1076.51562,,,,,
-279.8136,73.4574,1121.23218,1078.76782,,,,,
-172.5494,64.596,1118.36438,1081.63562,,,,,
-152.006,56.4524,1116.14905,1083.85095,,,,,
265.8616,56.9812,1114.11316,1085.88684,,,,,
876.7152,69.6638,1114.24536,1085.75464,,,,,
-421.6634,55.9668,1117.41602,1082.58398,,,,,
-296.142,44.8802,1113.9917,1086.0083,,,,,
162.2648,43.4412,1111.22009,1088.77991,,,,,
113.5926,41.2832,1110.86035,1089.13965,,,,,
91.3106,38.5844,1110.3208,1089.6792,,,,,
-993.982,13.9068,1109.64612,1090.35388,,,,,
-137.744,6.7986,1103.47668,1096.52332,,,,,
196.5794,6.964,1101.69958,1098.30042,,,,,
-258.6788,-1.9568,1101.74097,1098.25903,,,,,
-327.974,-12.4544,1099.51086,1100.48914,,,,,
74.77,-14.966,1096.88635,1103.11365,,,,,
-233.9556,-22.9832,1096.25854,1103.74146,,,,,
537.7824,-15.2684,1094.25415,1105.74585,,,,,
-126.7828,-21.203,1096.18286,1103.81714,,,,,
-109.514,-26.633,1094.69922,1105.30078,,,,,
-356.38,-36.5282,1093.3418,1106.6582,,,,,
898.3854,-20.9912,1090.86792,1109.13208,,,,,
-202.6148,-27.928,1094.7522,1105.2478,,,,,
-269.142,-36.4082,1093.01807,1106.98193,,,,,
257.026,-34.1464,1090.89795,1109.10205,,,,,
97.33,-36.4022,1091.46338,1108.53662,,,,,
477.6854,-29.1406,1090.89941,1109.10059,,,,,
-82.7238,-32.7214,1092.71484,1107.28516,,,,,
143.0018,-32.1248,1091.81958,1108.18042,,,,,
-501.37,-44.5948,1091.96875,1108.03125,,,,,
542.5304,-35.6648,1088.85132,1111.14868,,,,,
-304.7066,-43.6766,1091.08374,1108.91626,,,,,
0.4126,-45.896,1089.08081,1110.91919,,,,,
257.325,-42.7732,1088.526,1111.474,,,,,
229.9762,-39.8178,1089.30664,1110.69336,,,,,
-579.3474,-53.5396,1090.04553,1109.95447,,,,,
179.9238,-51.6892,1086.61511,1113.38489,,,,,
299.6912,-47.0676,1087.07764,1112.92236,,,,,
-1137.016,-71.586,1088.23315,1111.76685,,,,,
2053.6906,-31.9172,1082.10352,1117.89648,,,,,
-248.074,-38.7068,1092.02075,1107.97925,,,,,
-408.2866,-48.6166,1090.32336,1109.67664,,,,,
330.0892,-43.8022,1087.84583,1112.15417,,,,,
-370.8124,-52.795,1089.04944,1110.95056,,,,,
1746.7254,-19.2892,1086.80127,1113.19873,,,,,
-293.998,-27.496,1095.17773,1104.82227,,,,,
225.9792,-24.7702,1093.12598,1106.87402,,,,,
-664.9636,-40.0158,1093.8075,1106.1925,,,,,
443.2692,-33.1138,1089.99609,1110.00391,,,,,
-762.904,-49.9762,1091.72156,1108.27844,,,,,
81.0724,-49.905,1087.50598,1112.49402,,,,,
91.0442,-49.87,1087.5238,1112.4762,,,,,
71.7806,-49.8092,1087.53247,1112.46753,,,,,
206.213,-47.148,1087.54773,1112.45227,,,,,
47.5794,-48.0966,1088.21301,1111.78699,,,,,
315.2186,-43.2128,1087.97583,1112.02417,,,,,
-308.4812,-50.5996,1089.19678,1110.80322,,,,,
259.0488,-47.0778,1087.3501,1112.6499,,,,,
388.9648,-40.7398,1088.23059,1111.76941,,,,,
199.3684,-38.1944,1089.81506,1110.18494,,,,,
-325.7522,-46.503,1090.45142,1109.54858,,,,,
-36.2532,-48.695,1088.37427,1111.62573,,,,,
-275.1116,-55.4392,1087.82629,1112.17371,,,,,
-671.645,-70.3212,1086.14026,1113.85974,,,,,
90.3014,-69.3804,1082.41968,1117.58032,,,,,
93.9966,-68.3198,1082.65491,1117.34509,,,,,
-94.9738,-71.4204,1082.92004,1117.07996,,,,,
551.6064,-61.2504,1082.1449,1117.8551,,,,,
-547.2088,-73.1128,1084.68738,1115.31262,,,,,
308.498,-68.0168,1081.7218,1118.2782,,,,,
350.2598,-62.0946,1082.99573,1117.00427,,,,,
-178.0732,-66.5252,1084.47632,1115.52368,,,,,
-297.2468,-73.7488,1083.36865,1116.63135,,,,,
2419.8966,-26.4104,1081.56274,1118.43726,,,,,
-285.2836,-33.716,1093.39734,1106.60266,,,,,
-339.7608,-42.363,1091.57104,1108.42896,,,,,
-72.0516,-45.5356,1089.4093,1110.5907,,,,,
-510.092,-57.078,1088.61609,1111.38391,,,,,
672.1334,-44.99,1085.73047,1114.26953,,,,,
61.9744,-45.2824,1088.75244,1111.24756,,,,,
-320.1046,-53.0832,1088.67944,1111.32056,,,,,
71.7774,-53.1336,1086.72925,1113.27075,,,,,
-114.212,-56.682,1086.71655,1113.28345,,,,,
-74.377,-59.1622,1085.82947,1114.17053,,,,,
-338.1882,-67.2256,1085.20947,1114.79053,,,,,
-526.1648,-78.686,1083.1936,1116.8064,,,,,
-290.8462,-84.8034,1080.32849,1119.67151,,,,,
-875.0852,-102.995,1078.79919,1121.20081,,,,,
-338.133,-110.0018,1074.25122,1125.74878,,,,,
506.4148,-99.4926,1072.49951,1127.50049,,,,,
-563.8198,-110.827,1075.12683,1124.87317,,,,,
-715.355,-125.0268,1072.29321,1127.70679,,,,,
-277.5152,-129.7942,1068.74329,1131.25671,,,,,
85.7276,-127.4368,1067.55139,1132.44861,,,,,
-329.7334,-133.3782,1068.14075,1131.85925,,,,,
-38.0138,-133.1922,1066.6554,1133.3446,,,,,
-382.9396,-140.3656,1066.7019,1133.2981,,,,,
-331.4782,-146.0626,1064.90857,1135.09143,,,,,
-796.2954,-160.7978,1063.48438,1136.51562,,,,,
374.4116,-152.284,1059.80054,1140.19946,,,,,
45.5688,-150.3858,1061.92908,1138.07092,,,,,
-3366.2774,-216.6956,1062.40356,1137.59644,,,,,
695.5076,-200.4528,1045.82605,1154.17395,,,,,
-596.3284,-210.2886,1049.88684,1150.11316,,,,,
-520.922,-218.606,1047.42786,1152.57214,,,,,
-110.35,-218.6992,1045.34851,1154.65149,,,,,
-258.1526,-221.9094,1045.3252,1154.6748,,,,,
-687.567,-233.6252,1044.52271,1155.47729,,,,,
-358.7874,-238.4708,1041.59363,1158.40637,,,,,
-326.9206,-242.3824,1040.38232,1159.61768,,,,,
-276.4038,-245.1028,1039.40442,1160.59558,,,,,
196.9524,-238.2376,1038.72437,1161.27563,,,,,
-603.4754,-247.5316,1040.44055,1159.55945,,,,,
336.6554,-237.8552,1038.11707,1161.88293,,,,,
-507.5118,-245.349,1040.53625,1159.46375,,,,,
-156.134,-245.9956,1038.66272,1161.33728,,,,,
-102.8908,-245.2602,1038.5011,1161.4989,,,,,
-584.0312,-254.2304,1038.68494,1161.31506,,,,,
-27.9448,-251.9002,1036.44238,1163.55762,,,,,
-431.0662,-257.5818,1037.0249,1162.9751,,,,,
-324.6606,-261.2362,1035.60449,1164.39551,,,,,
29.6078,-257.7398,1034.69092,1165.30908,,,,,
-305.6612,-260.8924,1035.56506,1164.43494,,,,,
589.2224,-246.119,1034.77698,1165.22302,,,,,
-462.1528,-252.5628,1038.47021,1161.52979,,,,,
-645.8706,-262.5634,1036.85925,1163.14075,,,,,
-375.5122,-266.85,1034.35913,1165.64087,,,,,
388.7742,-255.6318,1033.28748,1166.71252,,,,,
-682.0292,-266.0854,1036.09204,1163.90796,,,,,
148.4788,-259.767,1033.47864,1166.52136,,,,,
3431.3376,-187.7536,1035.05823,1164.94177,,,,,
-387.601,-193.6768,1053.06165,1146.93835,,,,,
-82.2828,-193.3384,1051.58081,1148.41919,,,,,
554.056,-180.1624,1051.66541,1148.33459,,,,,
79.0394,-176.6318,1054.95935,1145.04065,,,,,
-184.7106,-178.3112,1055.84204,1144.15796,,,,,
204.9412,-172.529,1055.42224,1144.57776,,,,,
-435.6604,-179.21,1056.8678,1143.1322,,,,,
-115.0918,-179.454,1055.19751,1144.80249,,,,,
-253.0604,-182.3496,1055.13647,1144.86353,,,,,
-1193.5618,-204.196,1054.4126,1145.5874,,,,,
358.2156,-194.484,1048.95093,1151.04907,,,,,
-426.1714,-200.4762,1051.37903,1148.62097,,,,,
-388.1682,-205.8992,1049.88098,1150.11902,,,,,
-445.0446,-212.0606,1048.52515,1151.47485,,,,,
-343.6714,-216.4782,1046.98486,1153.01514,,,,,
-274.74,-219.1016,1045.88049,1154.11951,,,,,
-398.1178,-224.261,1045.22461,1154.77539,,,,,
-85.5678,-223.111,1043.93469,1156.06531,,,,,
-697.702,-234.0132,1044.22229,1155.77771,,,,,
51.6594,-229.977,1041.4967,1158.5033,,,,,
-205.0088,-230.7804,1042.50574,1157.49426,,,,,
-370.2884,-235.2108,1042.30493,1157.69507,,,,,
-1210.147,-256.094,1041.19727,1158.80273,,,,,
-704.0092,-266.7554,1035.97644,1164.02356,,,,,
-200.1336,-266.881,1033.31116,1166.68884,,,,,
-917.1746,-281.2598,1033.27979,1166.72021,,,,,
82.3392,-275.4612,1029.68506,1170.31494,,,,,
-562.6402,-282.3492,1031.13477,1168.86523,,,,,
-479.1408,-287.7466,1029.41272,1170.58728,,,,,
611.9134,-270.904,1028.06335,1171.93665,,,,,
-1746.7732,-301.793,1032.27405,1167.72595,,,,,
64.6292,-295.3332,1024.55176,1175.44824,,,,,
-1111.0858,-312.7476,1026.16675,1173.83325,,,,,
-73.8538,-308.862,1021.81311,1178.18689,,,,,
-716.29,-317.674,1022.78448,1177.21545,,,,,
-146.032,-315.0914,1020.58148,1179.41846,,,,,
-1519.2066,-339.7478,1021.22717,1178.77283,,,,,
-6.2862,-333.8024,1015.06305,1184.93689,,,,,
-639.794,-340.3146,1016.54938,1183.45056,,,,,
-316.9702,-340.3404,1014.92139,1185.07861,,,,,
-226.4948,-338.2116,1014.91486,1185.08508,,,,,
-931.1386,-350.3458,1015.44708,1184.55286,,,,,
-304.499,-349.307,1012.41351,1187.58643,,,,,
-141.3426,-345.1578,1012.67328,1187.32678,,,,,
-218.2156,-342.3416,1013.71057,1186.28943,,,,,
-349.6956,-342.245,1014.41461,1185.58533,,,,,
-274.1526,-340.3424,1014.43872,1185.56128,,,,,
-261.885,-338.2896,1014.91437,1185.08557,,,,,
-162.5622,-334.01,1015.42761,1184.57239,,,,,
-667.9252,-339.9104,1016.4975,1183.50256,,,,,
-371.6112,-339.5644,1015.0224,1184.97754,,,,,
-1394.0322,-359.6348,1015.10895,1184.89111,,,,,
-104.4384,-353.462,1010.09125,1189.90869,,,,,
-641.7626,-357.915,1011.63452,1188.36548,,,,,
-509.5554,-359.4416,1010.52124,1189.47876,,,,,
-206.6162,-354.8252,1010.13965,1189.86035,,,,,
-407.296,-354.1342,1011.2937,1188.7063,,,,,
101.1726,-343.3658,1011.46643,1188.53357,,,,,
-65.1142,-335.371,1014.15857,1185.84143,,,,,
165.2222,-323.1654,1016.15729,1183.84277,,,,,
-1347.3814,-341.519,1019.20862,1180.79138,,,,,
-118.2882,-334.1988,1014.62024,1185.37976,,,,,
-276.935,-330.7204,1016.45032,1183.54968,,,,,
-306.6584,-327.8068,1017.31989,1182.68005,,,,,
-572.157,-330.3036,1018.04828,1181.95166,,,,,
-117.9844,-323.5296,1017.42407,1182.57593,,,,,
91.7146,-312.4608,1019.11761,1180.88245,,,,,
-312.6514,-309.783,1021.88483,1178.11523,,,,,
-82.339,-302.649,1022.55426,1177.44568,,,,,
-373.58,-301.207,1024.33777,1175.66223,,,,,
-59.1388,-293.6286,1024.69824,1175.30176,,,,,
-660.3376,-298.2718,1026.5929,1173.4071,,,,,
-437.8406,-298.221,1025.43201,1174.56799,,,,,
-197.8562,-293.189,1025.4447,1174.5553,,,,,
-328.6296,-290.9868,1026.70276,1173.29724,,,,,
-130.363,-284.867,1027.2533,1172.7467,,,,,
-324.4972,-282.674,1028.7832,1171.2168,,,,,
114.8512,-271.5716,1029.33154,1170.66846,,,,,
-295.5716,-269.0336,1032.10706,1167.89294,,,,,
-147.5926,-263.14,1032.74158,1167.25842,,,,,
-516.6414,-265.0332,1034.21497,1165.78503,,,,,
-17.7232,-256.8182,1033.7417,1166.2583,,,,,
-210.0772,-252.0394,1035.79541,1164.20459,,,,,
-193.9166,-247.249,1036.99011,1163.00989,,,,,
-655.9456,-252.0314,1038.18774,1161.81226,,,,,
313.2256,-237.0544,1036.99219,1163.00781,,,,,
-1612.6764,-260.9204,1040.73645,1159.26355,,,,,
5.3444,-251.9252,1034.7699,1165.2301,,,,,
-953.1936,-262.1846,1037.01868,1162.98132,,,,,
319.0782,-246.7118,1034.45386,1165.54614,,,,,
-918.7378,-256.2524,1038.32202,1161.67798,,,,,
-155.5286,-250.4298,1035.93689,1164.06311,,,,,
-547.0154,-252.2586,1037.39258,1162.60742,,,,,
-151.9048,-246.504,1036.9353,1163.0647,,,,,
-258.8394,-242.7066,1038.37402,1161.62598,,,,,
-334.5462,-240.522,1039.32336,1160.67664,,,,,
203.028,-227.542,1039.86951,1160.13049,,,,,
-499.9724,-229.067,1043.1145,1156.8855,,,,,
327.716,-213.8104,1042.73328,1157.26672,,,,,
-1247.9624,-230.3362,1046.54736,1153.45264,,,,,
781.0118,-206.1746,1042.41589,1157.58411,,,,,
-744.8844,-212.8766,1048.4563,1151.5437,,,,,
57.7252,-203.5872,1046.78088,1153.21912,,,,,
-299.7636,-201.4386,1049.10327,1150.89673,,,,,
-72.3218,-195.0386,1049.64038,1150.35962,,,,,
-20.5722,-187.626,1051.24036,1148.75964,,,,,
-555.9154,-191.3286,1053.09351,1146.90649,,,,,
323.9228,-177.4298,1052.16785,1147.83215,,,,,
-1061.438,-191.3878,1055.64258,1144.35742,,,,,
282.474,-178.3454,1052.15308,1147.84692,,,,,
-347.286,-178.033,1055.4137,1144.5863,,,,,
152.7714,-167.9966,1055.4917,1144.5083,,,,,
79.319,-159.3702,1058.00085,1141.99915,,,,,
-27.8136,-153.388,1060.15747,1139.84253,,,,,
28.9132,-146.3124,1061.65295,1138.34705,,,,,
-555.2844,-151.3024,1063.42188,1136.57812,,,,,
154.9634,-141.7314,1062.17444,1137.82556,,,,,
-375.3492,-143.1522,1064.56714,1135.43286,,,,,
206.7192,-133.0204,1064.21191,1135.78809,,,,,
-178.2454,-130.6824,1066.74487,1133.25513,,,,,
-617.5904,-137.3246,1067.32935,1132.67065,,,,,
717.8894,-117.0648,1065.66882,1134.33118,,,,,
-331.4274,-118.4018,1070.73376,1129.26624,,,,,
240.523,-108.25,1070.39954,1129.60046,,,,,
-114.024,-105.4566,1072.9375,1127.0625,,,,,
62.7446,-99.3018,1073.63586,1126.36414,,,,,
37.0704,-93.6818,1075.17456,1124.82544,,,,,
-58.685,-90.3248,1076.57947,1123.42053,,,,,
235.1536,-81.034,1077.41882,1122.58118,,,,,
-382.6794,-84.446,1079.74146,1120.25854,,,,,
306.9058,-74.0028,1078.88843,1121.11157,,,,,
100.5988,-67.8822,1081.49927,1118.50073,,,,,
246.4292,-59.12,1083.02942,1116.97058,,,,,
-274.6504,-60.6408,1085.21997,1114.78003,,,,,
20.2308,-56.3456,1084.83984,1115.16016,,,,,
-30.3632,-53.336,1085.91357,1114.08643,,,,,
-121.5002,-51.9888,1086.66602,1113.33398,,,,,
333.222,-41.8512,1087.00281,1112.99719,,,,,
-175.215,-41.9262,1089.53723,1110.46277,,,,,
81.2818,-36.7552,1089.51843,1110.48157,,,,,
449.756,-24.6492,1090.81116,1109.18884,,,,,
-393.9044,-28.1204,1093.83777,1106.16223,,,,,
-135.9314,-27.437,1092.96985,1107.03015,,,,,
-72.6886,-25.6896,1093.14075,1106.85925,,,,,
799.564,-6.4834,1093.57764,1106.42236,,,,,
-107.6506,-6.1646,1098.37915,1101.62085,,,,,
12.6504,-3.1352,1098.45886,1101.54114,,,,,
572.713,11.1012,1099.21619,1100.78381,,,,,
-206.7244,8.9944,1102.77527,1097.22473,,,,,
512.9056,21.7104,1102.24866,1097.75134,,,,,
-554.4958,12.7904,1105.42761,1094.57239,,,,,
113.1478,16.999,1103.19763,1096.80237,,,,,
436.0158,27.8276,1104.24976,1095.75024,,,,,
-460.2628,20.5884,1106.95691,1093.04309,,,,,
-825.2402,5.804,1105.14709,1094.85291,,,,,
229.476,12.3716,1101.45105,1098.54895,,,,,
-272.0516,9.0866,1103.0929,1096.9071,,,,,
-289.0234,5.3718,1102.27161,1097.72839,,,,,
167.4898,10.3828,1101.3429,1098.6571,,,,,
397.2468,20.244,1102.5957,1097.4043,,,,,
-183.8008,18.3194,1105.06104,1094.93896,,,,,
45.5808,20.5484,1104.57983,1095.42017,,,,,
227.0424,26.5146,1105.13708,1094.86292,,,,,
62.5432,29.2966,1106.62866,1093.37134,,,,,
-38.5996,29.8388,1107.32422,1092.67578,,,,,
48.0886,31.6428,1107.45972,1092.54028,,,,,
208.6962,37.1146,1107.91077,1092.08923,,,,,
347.2132,45.2352,1109.27869,1090.72131,,,,,
-280.5342,40.3166,1111.30884,1088.69116,,,,,
127.004,43.6442,1110.07922,1089.92078,,,,,
332.4032,51.3868,1110.91101,1089.08899,,,,,
-2245.1066,7.3892,1112.84668,1087.15332,,,,,
71.5318,10.328,1101.84729,1098.15271,,,,,
437.941,21.083,1102.58203,1097.41797,,,,,
-504.6224,12.5476,1105.27075,1094.72925,,,,,
743.3496,28.8136,1103.13696,1096.86304,,,,,
457.8898,39.2748,1107.20337,1092.79663,,,,,
154.2476,43.7518,1109.81873,1090.18127,,,,,
-262.0398,39.8116,1110.93799,1089.06201,,,,,
52.0668,41.8994,1109.95288,1090.04712,,,,,
-323.5148,36.7122,1110.47485,1089.52515,,,,,
310.0084,44.2852,1109.17798,1090.82202,,,,,
-412.5874,37.2104,1111.07129,1088.92871,,,,,
-104.94,36.483,1109.30261,1090.69739,,,,,
503.5278,48.0604,1109.12073,1090.87927,,,,,
55.218,50.4698,1112.01514,1087.98486,,,,,
-142.4268,48.8182,1112.61743,1087.38257,,,,,
119.816,52.4996,1112.20459,1087.79541,,,,,
-40.842,53.0168,1113.12488,1086.87512,,,,,
-523.5228,43.7444,1113.25415,1086.74585,,,,,
-247.0784,40.3784,1110.93616,1089.06384,,,,,
167.2088,45.6728,1110.0946,1089.9054,,,,,
-342.283,40.3924,1111.41821,1088.58179,,,,,
-27.418,41.1908,1110.09814,1089.90186,,,,,
1101.754,64.7706,1110.29773,1089.70227,,,,,
-312.9684,59.7984,1116.19263,1083.80737,,,,,
-70.7282,59.5294,1114.94958,1085.05042,,,,,
192.7766,64.4252,1114.88232,1085.11768,,,,,
599.2194,77.6048,1116.10632,1083.89368,,,,,
-115.9896,76.2266,1119.40112,1080.59888,,,,,
1137.8634,99.8618,1119.05664,1080.94336,,,,,
-75.9112,98.6026,1124.96545,1075.03455,,,,,
1489.3904,128.8474,1124.65063,1075.34937,,,,,
361.1662,136.1146,1132.21179,1067.78821,,,,,
48.1958,136.7476,1134.02869,1065.97131,,,,,
19.5254,136.6254,1134.18689,1065.81311,,,,,
166.4406,139.819,1134.15637,1065.84363,,,,,
57.0728,140.9234,1134.95471,1065.04529,,,,,
72.0618,141.769,1135.23083,1064.76917,,,,,
-175.3674,137.8412,1135.44226,1064.55774,,,,,
-285.328,131.8662,1134.46033,1065.53967,,,,,
14.2208,131.9896,1132.96655,1067.03345,,,,,
102.4432,133.9612,1132.99744,1067.00256,,,,,
-166.2078,130.2214,1133.49023,1066.50977,,,,,
339.6218,136.6964,1132.5553,1067.4447,,,,,
-152.6016,133.5272,1134.17407,1065.82593,,,,,
540.298,144.0296,1133.38184,1066.61816,,,,,
15.8322,143.8524,1136.00745,1063.99255,,,,,
95.8302,145.14,1135.96313,1064.03687,,,,,
113.6424,146.8452,1136.28503,1063.71497,,,,,
-13.2196,146.2074,1136.7113,1063.2887,,,,,
499.0038,155.5588,1136.55188,1063.44812,,,,,
-96.4334,152.7346,1138.88965,1061.11035,,,,,
124.4892,154.8468,1138.18359,1061.81641,,,,,
210.593,158.2282,1138.71167,1061.28833,,,,,
74.4414,159.8078,1139.55701,1060.44299,,,,,
439.2984,167.402,1139.9519,1060.0481,,,,,
517.169,176.5674,1141.85046,1058.14954,,,,,
186.7168,178.5744,1144.14185,1055.85815,,,,,
398.6274,185.04,1144.64355,1055.35645,,,,,
-231.7492,178.604,1146.26001,1053.73999,,,,,
-294.294,170.796,1144.651,1055.349,,,,,
458.0562,178.2988,1142.69897,1057.30103,,,,,
269.87,181.668,1144.57471,1055.42529,,,,,
-43.7928,178.795,1145.41699,1054.58301,,,,,
182.1896,180.5928,1144.69873,1055.30127,,,,,
234.1096,183.0178,1145.14819,1054.85181,,,,,
301.9532,186.6246,1145.75439,1054.24561,,,,,
211.3504,188.2032,1146.65613,1053.34387,,,,,
408.5762,193.8064,1147.05078,1052.94922,,,,,
581.3548,202.7598,1148.45166,1051.54834,,,,,
-67.918,198.3354,1150.68994,1049.31006,,,,,
439.2386,204.1642,1149.58386,1050.41614,,,,,
-162.9544,197.4704,1151.04102,1048.95898,,,,,
642.058,207.0772,1149.36755,1050.63245,,,,,
-118.262,201.1222,1151.76929,1048.23071,,,,,
697.5254,211.607,1150.28052,1049.71948,,,,,
77.132,209.6828,1152.90173,1047.09827,,,,,
-27.5492,205.3894,1152.42065,1047.57935,,,,,
517.8108,212.1938,1151.34729,1048.65271,,,,,
-71.8752,206.7898,1153.04846,1046.95154,,,,,
70.7154,204.0214,1151.69739,1048.30261,,,,,
406.873,208.5582,1151.00537,1048.99463,,,,,
68.0762,206.0108,1152.13953,1047.86047,,,,,
1046.0672,223.2654,1151.50269,1048.49731,,,,,
745.4422,233.9548,1155.81641,1044.18359,,,,,
142.5118,232.2578,1158.48865,1041.51135,,,,,
116.9806,230.1096,1158.06445,1041.93555,,,,,
194.3364,229.3446,1157.52734,1042.47266,,,,,
85.55,226.8212,1157.33618,1042.66382,,,,,
126.6438,225.1764,1156.70532,1043.29468,,,,,
795.7152,236.9966,1156.29407,1043.70593,,,,,
304.5314,238.5396,1159.24915,1040.75085,,,,,
276.653,239.404,1159.63489,1040.36511,,,,,
299.879,240.4974,1159.85095,1040.14905,,,,,
549.6966,246.4402,1160.12439,1039.87561,,,,,
157.0146,244.7748,1161.60999,1038.39001,,,,,
330.885,246.4906,1161.19373,1038.80627,,,,,
521.4472,251.9824,1161.62268,1038.37732,,,,,
-62.105,245.5362,1162.99561,1037.00439,,,,,
-132.7804,237.8956,1161.38403,1038.61597,,,,,
270.5126,237.9856,1159.47388,1040.52612,,,,,
485.089,242.5004,1159.49646,1040.50354,,,,,
543.0634,247.8154,1160.62512,1039.37488,,,,,
-369.4524,234.7482,1161.95386,1038.04614,,,,,
-32.9156,228.588,1158.68701,1041.31299,,,,,
176.9478,226.7504,1157.14697,1042.85303,,,,,
23.32,221.7318,1156.68762,1043.31238,,,,,
209.2114,220.4418,1155.43298,1044.56702,,,,,
581.5964,226.4924,1155.11047,1044.88953,,,,,
56.3278,221.7458,1156.62317,1043.37683,,,,,
-36.2184,215.1736,1155.4364,1044.5636,,,,,
-73.672,207.8372,1153.79346,1046.20654,,,,,
74.998,203.602,1151.95923,1048.04077,,,,,
87.6314,199.625,1150.90051,1049.09949,,,,,
312.8472,200.3684,1149.90625,1050.09375,,,,,
195.728,198.5202,1150.09216,1049.90784,,,,,
747.0504,207.7754,1149.63,1050.37,,,,,
-187.0722,197.9768,1151.94385,1048.05615,,,,,
529.5404,202.5754,1149.49414,1050.50586,,,,,
123.89,198.7498,1150.6438,1049.3562,,,,,
283.6012,198.1062,1149.6875,1050.3125,,,,,
-418.1226,183.5052,1149.52661,1050.47339,,,,,
250.0806,182.443,1145.87634,1054.12366,,,,,
-294.3082,170.6526,1145.61072,1054.38928,,,,,
542.2436,175.66,1142.66321,1057.33679,,,,,
67.3188,171.1564,1143.91504,1056.08496,,,,,
-33.5816,164.6018,1142.78906,1057.21094,,,,,
622.8136,171.0326,1141.15039,1058.84961,,,,,
289.0714,170.6,1142.75818,1057.24182,,,,,
422.2634,172.5758,1142.65002,1057.34998,,,,,
-123.2382,163.8152,1143.14392,1056.85608,,,,,
127.1344,160.1174,1140.95386,1059.04614,,,,,
538.8176,164.9166,1140.0293,1059.9707,,,,,
-331.9316,152.0464,1141.22913,1058.77087,,,,,
207.8524,150.0932,1138.0116,1061.9884,,,,,
-5.2926,142.8372,1137.52332,1062.47668,,,,,
-70.6012,134.9988,1135.70935,1064.29065,,,,,
-163.4266,125.499,1133.74976,1066.25024,,,,,
315.541,126.0248,1131.37476,1068.62524,,,,,
-74.0112,119.0032,1131.50623,1068.49377,,,,,
-173.0008,109.874,1129.75085,1070.24915,,,,,
388.8096,112.2622,1127.46851,1072.53149,,,,,
-268.359,101.0818,1128.06555,1071.93445,,,,,
383.5998,103.0448,1125.27039,1074.72961,,,,,
202.4182,101.8194,1125.76123,1074.23877,,,,,
-29.273,95.7628,1125.45483,1074.54517,,,,,
384.7066,97.3642,1123.94067,1076.05933,,,,,
-47.5676,90.8302,1124.34106,1075.65894,,,,,
460.214,94.5776,1122.70752,1077.29248,,,,,
151.4856,92.4006,1123.64441,1076.35559,,,,,
-106.1404,85.0102,1123.10022,1076.89978,,,,,
-207.2338,75.7486,1121.25256,1078.74744,,,,,
313.3204,77,1118.93713,1081.06287,,,,,
-778.1054,56.197,1119.25,1080.75,,,,,
-4.2716,51.6264,1114.04932,1085.95068,,,,,
-180.6474,43.4598,1112.90662,1087.09338,,,,,
350.7368,46.2718,1110.86499,1089.13501,,,,,
234.9708,46.5674,1111.56799,1088.43201,,,,,
913.0644,60.1138,1111.64185,1088.35815,,,,,
126.753,57.7908,1115.02844,1084.97156,,,,,
-183.4952,49.4744,1114.44775,1085.55225,,,,,
-787.0764,29.066,1112.36865,1087.63135,,,,,
305.5966,30.783,1107.26648,1092.73352,,,,,
-69.4836,24.9484,1107.69568,1092.30432,,,,,
69.6466,22.1372,1106.23706,1093.76294,,,,,
-68.0164,16.767,1105.5343,1094.4657,,,,,
441.0644,21.4838,1104.19177,1095.80823,,,,,
137.88,19.8818,1105.37097,1094.62903,,,,,
-209.2746,11.6626,1104.97046,1095.02954,,,,,
96.4156,9.9376,1102.91565,1097.08435,,,,,
-23.053,5.4496,1102.48438,1097.51562,,,,,
255.5736,6.5074,1101.36243,1098.63757,,,,,
173.3324,6.1958,1101.62683,1098.37317,,,,,
153.187,5.4964,1101.54895,1098.45105,,,,,
-194.034,-2.1794,1101.37415,1098.62585,,,,,
184.1682,-2.251,1099.4552,1100.5448,,,,,
208.0292,-1.5694,1099.43726,1100.56274,,,,,
-410.7078,-12.9722,1099.60767,1100.39233,,,,,
218.0912,-11.8762,1096.75696,1103.24304,,,,,
-290.5954,-21.0764,1097.03088,1102.96912,,,,,
27.8492,-23.4684,1094.73083,1105.26917,,,,,
-350.0492,-33.3168,1094.13293,1105.86707,,,,,
-136.9232,-39.0712,1091.67078,1108.32922,,,,,
-40.5744,-42.4184,1090.23218,1109.76782,,,,,
-177.7786,-48.4708,1089.39539,1110.60461,,,,,
-305.7786,-56.9874,1087.88232,1112.11768,,,,,
732.3346,-44.6342,1085.75317,1114.24683,,,,,
22.5046,-46.1148,1088.84143,1111.15857,,,,,
-1.2292,-48.042,1088.47131,1111.52869,,,,,
-219.6078,-54.8604,1087.9895,1112.0105,,,,,
-7.64,-56.8058,1086.28491,1113.71509,,,,,
-369.537,-65.7674,1085.79858,1114.20142,,,,,
-276.0854,-73.245,1083.55811,1116.44189,,,,,
355.3898,-67.7912,1081.68872,1118.31128,,,,,
-315.9386,-75.3782,1083.05225,1116.94775,,,,,
