connected to i2c device 5
imu who am i is 113 
                    
accel config 2 11 
calibration complete, 1.234581 -0.574007 1.454322 -3.091314 -3.047743 0.000000
shared memory attached at address 0xb6f50000
segment size: 25600
  -4.41132,  -0.16643,   0.00000,   0.00000
  -4.61112,  -0.25565,1099.16785,1100.83215
  -4.77091,  -0.34645,1098.72180,1101.27820
  -4.79285,  -0.43549,1098.26770,1101.73230
  -3.90125,  -0.50523,1097.82251,1102.17749
  -4.58903,  -0.58676,1097.47388,1102.52612
  -4.66446,  -0.66806,1097.06616,1102.93384
  -3.73200,  -0.72980,1096.65967,1103.34033
  -4.43117,  -0.80340,1096.35095,1103.64905
  -4.96402,  -0.88742,1095.98303,1104.01697
  -4.85609,  -0.96675,1095.56287,1104.43713
  -4.30970,  -1.03408,1095.16626,1104.83374
  -4.68858,  -1.10727,1094.82959,1105.17041
  -4.61764,  -1.17748,1094.46362,1105.53638
  -4.54568,  -1.24501,1094.11267,1105.88733
  -4.57956,  -1.31152,1093.77490,1106.22510
  -5.02150,  -1.38590,1093.44238,1106.55762
  -4.52415,  -1.44919,1093.07056,1106.92944
  -4.81602,  -1.51741,1092.75403,1107.24597
  -5.26739,  -1.59234,1092.41296,1107.58704
  -5.04823,  -1.66188,1092.03833,1107.96167
  -4.68223,  -1.72232,1091.69055,1108.30945
  -3.98544,  -1.76815,1091.38843,1108.61157
  -4.26963,  -1.81853,1091.15930,1108.84070
  -4.57300,  -1.87405,1090.90735,1109.09265
  -4.29627,  -1.92256,1090.62976,1109.37024
  -5.12809,  -1.98741,1090.38721,1109.61279
  -4.52822,  -2.03833,1090.06299,1109.93701
  -4.64442,  -2.09114,1089.80835,1110.19165
  -4.93435,  -2.14846,1089.54431,1110.45569
  -4.96402,  -2.20530,1089.25769,1110.74231
  -4.20406,  -2.24556,1088.97351,1111.02649
  -4.79086,  -2.29577,1088.77222,1111.22778
  -4.68122,  -2.34372,1088.52112,1111.47888
  -4.87947,  -2.39429,1088.28137,1111.71863
  -4.96242,  -2.44586,1088.02856,1111.97144
  -4.71896,  -2.49147,1087.77063,1112.22937
  -5.04408,  -2.54266,1087.54260,1112.45740
  -5.23874,  -2.59679,1087.28674,1112.71326
  -3.72490,  -2.61949,1087.01599,1112.98401
  -4.93689,  -2.66551,1086.90259,1113.09741
  -5.21224,  -2.71644,1086.67249,1113.32751
  -5.34981,  -2.76900,1086.41785,1113.58215
  -4.83566,  -2.80994,1086.15503,1113.84497
  -5.32144,  -2.86023,1085.95032,1114.04968
  -2.22896,  -2.84656,1085.69885,1114.30115
  -4.58332,  -2.88360,1085.76721,1114.23279
  -3.33688,  -2.89693,1085.58203,1114.41797
  -3.72904,  -2.91207,1085.51538,1114.48462
 -15.23828,  -3.15676,1085.43970,1114.56030
  -7.64245,  -3.24626,1084.21619,1115.78381
  -6.35346,  -3.30921,1083.76868,1116.23132
   0.83921,  -3.22889,1083.45398,1116.54602
   3.93228,  -3.07796,1083.85559,1116.14441
  -8.96333,  -3.19801,1084.61023,1115.38977
   0.19079,  -3.13165,1084.01001,1115.98999
 -11.26764,  -3.29377,1084.34180,1115.65820
  -0.91872,  -3.24740,1083.53113,1116.46887
  -9.22891,  -3.36258,1083.76306,1116.23694
  -6.57722,  -3.43168,1083.18713,1116.81287
 -10.52266,  -3.56919,1082.84155,1117.15845
 -26.74780,  -4.02849,1082.15405,1117.84595
  14.41724,  -3.67126,1079.85754,1120.14246
 -22.69198,  -4.05122,1081.64368,1118.35632
  43.90164,  -3.09259,1079.74390,1120.25610
   0.79771,  -3.01529,1084.53699,1115.46301
   0.21221,  -2.95755,1084.92358,1115.07642
  -0.42518,  -2.90415,1085.21228,1114.78772
  10.43662,  -2.63390,1085.47925,1114.52075
   3.79203,  -2.50413,1086.83044,1113.16956
  11.92798,  -2.22007,1087.47937,1112.52063
  -3.26897,  -2.24264,1088.89966,1111.10034
   6.34393,  -2.06539,1088.78687,1111.21313
  12.80010,  -1.75865,1089.67310,1110.32690
   0.24824,  -1.72077,1091.20679,1108.79321
  -4.73346,  -1.78732,1091.39612,1108.60388
  -5.53695,  -1.87060,1091.06335,1108.93665
 -14.04570,  -2.10918,1090.64697,1109.35303
  -8.73911,  -2.23367,1089.45410,1110.54590
 -15.01255,  -2.49444,1088.83167,1111.16833
  23.28249,  -1.98400,1087.52783,1112.47217
 -11.06017,  -2.15827,1090.08008,1109.91992
 -29.87630,  -2.71313,1089.20862,1110.79138
  -6.64076,  -2.79926,1086.43433,1113.56567
 -23.87986,  -3.22051,1086.00366,1113.99634
 -20.04015,  -3.53993,1083.89746,1116.10254
 -25.58214,  -3.99732,1082.30042,1117.69958
 -19.07679,  -4.31139,1080.01343,1119.98657
  20.20601,  -3.80027,1078.44299,1121.55701
 -12.37678,  -3.96607,1080.99866,1119.00134
  12.82108,  -3.65072,1080.16968,1119.83032
  61.45692,  -2.33026,1081.74634,1118.25366
 -45.11628,  -3.16265,1088.34875,1111.65125
-172.13669,  -6.56593,1084.18677,1115.81323
  11.42501,  -6.20482,1067.17041,1132.82959
 -15.16757,  -6.35889,1068.97595,1131.02405
 -11.90700,  -6.49664,1068.20557,1131.79443
  -3.15398,  -6.43835,1067.51685,1132.48315
 -15.03600,  -6.57831,1067.80823,1132.19177
 -48.96840,  -7.45159,1067.10852,1132.89148
  -0.91320,  -7.33285,1062.74207,1137.25793
  -1.95886,  -7.19346,1063.33569,1136.66431
 -29.51231,  -7.65294,1064.03271,1135.96729
  11.59348,  -7.27952,1061.73523,1138.26477
 -25.61547,  -7.61540,1063.60242,1136.39758
 -15.66268,  -7.81103,1061.92297,1138.07703
  37.64882,  -6.90379,1060.94482,1139.05518
   6.29481,  -6.61125,1065.48108,1134.51892
 -25.94490,  -7.03515,1066.94373,1133.05627
  -4.01099,  -6.95038,1064.82422,1135.17578
 -53.75530,  -7.88754,1065.24805,1134.75195
  11.93152,  -7.50990,1060.56226,1139.43774
  -5.91064,  -7.44731,1062.45044,1137.54956
 -36.20800,  -8.03735,1062.76343,1137.23657
 -23.21465,  -8.34510,1059.81323,1140.18677
 -17.47399,  -8.51060,1058.27454,1141.72546
 -12.51779,  -8.61667,1057.44702,1142.55298
  55.41603,  -7.31491,1056.91663,1143.08337
 -86.51661,  -8.90246,1063.42542,1136.57458
 -10.50370,  -8.94908,1055.48767,1144.51233
  13.05775,  -8.48969,1055.25464,1144.74536
 -26.02924,  -8.86792,1057.55151,1142.44849
