pitch_accel,pitch_filtered,front_motor_pwm,back_motor_pwm,,,
2.1018,75.044,1118.6571,1081.3429,,,
128.2352,77.8854,1118.76099,1081.23901,,,
1.3116,78.3582,1119.47131,1080.52869,,,
59.5858,79.8362,1119.5896,1080.4104,,,
313.6612,86.7726,1119.95898,1080.04102,,,
-95.0132,84.8298,1121.69312,1078.30688,,,
-232.4432,80.067,1121.2074,1078.7926,,,
314.4564,87.0972,1120.01672,1079.98328,,,
116.916,89.5512,1121.77429,1078.22571,,,
-123.7908,86.795,1122.38782,1077.61218,,,
372.453,94.5292,1121.69873,1078.30127,,,
-33.0586,94.1784,1123.63232,1076.36768,,,
41.2226,94.8854,1123.54456,1076.45544,,,
238.7768,99.4,1123.72131,1076.27869,,,
-94.4624,96.8318,1124.84998,1075.15002,,,
242.7032,101.3868,1124.20789,1075.79211,,,
225.6598,105.5588,1125.34668,1074.65332,,,
-311.4974,98.252,1126.38977,1073.61023,,,
62.338,98.768,1124.56299,1075.43701,,,
277.7466,103.8158,1124.69202,1075.30798,,,
-139.7356,100.0168,1125.95398,1074.04602,,,
285.9128,104.929,1125.00427,1074.99573,,,
-15.21,103.2834,1126.23218,1073.76782,,,
241.4262,107.1996,1125.8208,1074.1792,,,
396.174,114.3966,1126.79993,1073.20007,,,
-192.7308,108.8404,1128.59912,1071.40088,,,
181.9566,111.2656,1127.21008,1072.78992,,,
366.0886,117.565,1127.81641,1072.18359,,,
-91.184,114.4046,1129.39124,1070.60876,,,
222.0666,117.8424,1128.6012,1071.3988,,,
174.4436,119.879,1129.46057,1070.53943,,,
74.421,120.1032,1129.96973,1070.03027,,,
327.6266,126.1094,1130.02588,1069.97412,,,
278.5958,130.488,1131.52734,1068.47266,,,
49.5602,130.2258,1132.62195,1067.37805,,,
329.8454,136.041,1132.5564,1067.4436,,,
-66.928,133.743,1134.01025,1065.98975,,,
243.3962,138.3052,1133.43579,1066.56421,,,
117.9868,139.6414,1134.57629,1065.42371,,,
-231.265,133.927,1134.91028,1065.08972,,,
407.0188,141.8988,1133.48181,1066.51819,,,
54.3656,142.1498,1135.47473,1064.52527,,,
29.4794,142.0632,1135.53748,1064.46252,,,
243.411,145.9312,1135.51587,1064.48413,,,
-123.2994,142.145,1136.48279,1063.51721,,,
476.3032,151.2498,1135.53625,1064.46375,,,
161.9548,153.467,1137.8125,1062.1875,,,
-76.5958,150.7938,1138.3667,1061.6333,,,
315.5286,156.143,1137.69849,1062.30151,,,
-44.794,154.6074,1139.03577,1060.96423,,,
449.4316,162.7026,1138.65186,1061.34814,,,
12.5514,161.2922,1140.67566,1059.32434,,,
324.7282,166.168,1140.32312,1059.67688,,,
196.2106,168.2492,1141.54199,1058.45801,,,
-13.9576,166.0416,1142.06238,1057.93762,,,
478.7848,174.2858,1141.51038,1058.48962,,,
-10.0554,172.0268,1143.57141,1056.42859,,,
409.303,178.461,1143.00671,1056.99329,,,
141.7228,179.1586,1144.61523,1055.38477,,,
0.0582,177.1584,1144.78967,1055.21033,,,
512.1432,185.7654,1144.28955,1055.71045,,,
-7.2802,183.2936,1146.44141,1053.55859,,,
339.7046,188.1378,1145.82336,1054.17664,,,
197.822,189.7514,1147.03442,1052.96558,,,
-3.6582,187.5082,1147.43787,1052.56213,,,
354.9958,193.1056,1146.87708,1053.12292,,,
-29.802,191.0644,1148.27637,1051.72363,,,
161.532,192.114,1147.76611,1052.23389,,,
-17.6574,189.461,1148.02844,1051.97156,,,
342.391,194.3302,1147.36523,1052.63477,,,
13.2034,192.1798,1148.58252,1051.41748,,,
288.5728,196.0502,1148.04492,1051.95508,,,
56.6914,194.7806,1149.01257,1050.98743,,,
142.551,195.3608,1148.69519,1051.30481,,,
268.2904,198.5126,1148.84021,1051.15979,,,
-8.385,195.877,1149.62817,1050.37183,,,
343.9542,200.6828,1148.96924,1051.03076,,,
96.8854,200.172,1150.17065,1049.82935,,,
237.2764,202.6278,1150.04297,1049.95703,,,
233.3278,204.803,1150.65698,1049.34302,,,
24.1292,202.7034,1151.20081,1048.79919,,,
377.8452,207.917,1150.67578,1049.32422,,,
37.9748,205.9324,1151.97925,1048.02075,,,
267.4852,208.9002,1151.48315,1048.51685,,,
157.7864,209.3504,1152.2251,1047.7749,,,
102.314,208.6434,1152.33752,1047.66248,,,
245.689,211.1544,1152.16089,1047.83911,,,
71.5514,209.623,1152.78857,1047.21143,,,
345.0248,214.1676,1152.40576,1047.59424,,,
-18.4882,210.9952,1153.54187,1046.45813,,,
328.2264,215.2722,1152.74878,1047.25122,,,
408.9114,220.7522,1153.81799,1046.18201,,,
167.218,221.441,1155.18811,1044.81189,,,
423.8022,227.1832,1155.36023,1044.63977,,,
-115.8858,221.6908,1156.79578,1043.20422,,,
504.7016,229.108,1155.42273,1044.57727,,,
-119.5674,223.3842,1157.27698,1042.72302,,,
426.3858,229.1502,1155.84607,1044.15393,,,
370.9422,233.2204,1157.28748,1042.71252,,,
236.422,234.7014,1158.30505,1041.69495,,,
482.9618,241.0758,1158.67542,1041.32458,,,
1.1278,237.3646,1160.26892,1039.73108,,,
549.8038,245.1074,1159.34119,1040.65881,,,
-117.1386,238.811,1161.27686,1038.72314,,,
492.2854,245.4088,1159.70276,1040.29724,,,
-151.5272,238.4032,1161.35217,1038.64783,,,
427.8412,243.545,1159.60083,1040.39917,,,
398.4602,247.5424,1160.88623,1039.11377,,,
298.1356,249.6426,1161.88562,1038.11438,,,
433.1618,254.3678,1162.41064,1037.58936,,,
123.0896,252.6214,1163.59192,1036.40808,,,
531.4934,259.482,1163.1554,1036.8446,,,
-90.5856,253.4456,1164.87048,1035.12952,,,
524.646,260.218,1163.36145,1036.63855,,,
22.3778,256.3158,1165.05444,1034.94556,,,
565.9478,263.7588,1164.07898,1035.92102,,,
73.6288,260.7046,1165.9397,1034.0603,,,
187.13,260.4084,1165.17615,1034.82385,,,
130.9246,258.5182,1165.10217,1034.89783,,,
156.6648,257.454,1164.62952,1035.37048,,,
335.9784,259.77,1164.36353,1035.63647,,,
37.8802,256.125,1164.9425,1035.0575,,,
622.2378,264.2288,1164.03125,1035.96875,,,
43.3222,260.4442,1166.05725,1033.94275,,,
573.108,267.5882,1165.11108,1034.88892,,,
-43.0084,261.8364,1166.89709,1033.10291,,,
565.8198,268.8444,1165.45911,1034.54089,,,
109.7198,266.1936,1167.21106,1032.78894,,,
583.3974,273.482,1166.54834,1033.45166,,,
145.3096,271.4042,1168.37048,1031.62952,,,
554.6226,277.9862,1167.85107,1032.14893,,,
179.3186,276.5096,1169.49658,1030.50342,,,
145.2052,274.7374,1169.12744,1030.87256,,,
322.4276,276.2052,1168.68433,1031.31567,,,
102.4088,273.4672,1169.05127,1030.94873,,,
312.0418,274.8036,1168.36682,1031.63318,,,
94.9368,271.7432,1168.70093,1031.29907,,,
560.5372,278.1564,1167.93579,1032.06421,,,
3.8668,273.0682,1169.53906,1030.46094,,,
599.7094,280.3242,1168.26709,1031.73291,,,
-50.9606,274.0438,1170.08105,1029.91895,,,
605.909,281.2628,1168.51099,1031.48901,,,
60.7528,276.989,1170.31567,1029.68433,,,
453.6212,281.1456,1169.24719,1030.75281,,,
208.5412,280.04,1170.28638,1029.71362,,,
535.74,285.7806,1170.01001,1029.98999,,,
137.51,283.1128,1171.44519,1028.55481,,,
378.329,285.7452,1170.7782,1029.2218,,,
87.9318,282.0934,1171.43628,1028.56372,,,
417.339,285.2156,1170.52332,1029.47668,,,
83.3354,281.4714,1171.30383,1028.69617,,,
490.5134,285.9388,1170.36792,1029.63208,,,
62.2356,281.5176,1171.48474,1028.51526,,,
592.936,287.9402,1170.37939,1029.62061,,,
113.0528,284.3246,1171.98499,1028.01501,,,
531.6698,289.3664,1171.08118,1028.91882,,,
190.8768,287.1772,1172.34167,1027.65833,,,
545.852,292.2776,1171.79431,1028.20569,,,
215.8988,290.3438,1173.06946,1026.93054,,,
470.143,293.7276,1172.58594,1027.41406,,,
233.2116,292.0058,1173.43188,1026.56812,,,
294.3774,291.6694,1173.00146,1026.99854,,,
269.0338,290.6178,1172.91736,1027.08264,,,
255.5904,289.4214,1172.65442,1027.34558,,,
260.7118,288.167,1172.35535,1027.64465,,,
187.6672,285.519,1172.04175,1027.95825,,,
372.6996,286.5754,1171.37976,1028.62024,,,
223.7214,284.5792,1171.6438,1028.3562,,,
328.5458,284.7798,1171.14478,1028.85522,,,
170.744,281.695,1171.19495,1028.80505,,,
382.6188,283.0812,1170.42383,1029.57617,,,
192.0576,280.4308,1170.77026,1029.22974,,,
395.0546,282.0016,1170.10767,1029.89233,,,
124.2508,277.9314,1170.50037,1029.49963,,,
327.2086,278.0632,1169.48279,1030.51721,,,
148.946,274.7,1169.51575,1030.48425,,,
357.0678,275.5994,1168.67505,1031.32495,,,
189.7432,272.938,1168.89978,1031.10022,,,
307.2492,272.8188,1168.2345,1031.7655,,,
88.5268,268.091,1168.20471,1031.79529,,,
453.4372,270.8362,1167.02271,1032.97729,,,
414.0498,272.487,1167.70911,1032.29089,,,
444.667,274.7634,1168.1217,1031.8783,,,
451.6422,276.862,1168.6908,1031.3092,,,
372.0476,277.4,1169.21558,1030.78442,,,
313.3442,276.5038,1169.34998,1030.65002,,,
376.5524,276.916,1169.12598,1030.87402,,,
299.5576,275.5054,1169.229,1030.771,,,
85.5828,270.078,1168.87634,1031.12366,,,
264.2866,267.999,1167.51953,1032.48047,,,
67.7864,261.951,1166.99976,1033.00024,,,
370.3252,262.05,1165.48779,1034.51221,,,
-69.7586,253.3254,1165.51257,1034.48743,,,
307.1462,252.0906,1163.33142,1036.66858,,,
38.1956,245.3718,1163.02271,1036.97729,,,
341.1652,244.7758,1161.34302,1038.65698,,,
19.0316,237.7598,1161.19397,1038.80603,,,
460.9342,239.6856,1159.43994,1040.56006,,,
-68.5196,230.805,1159.92139,1040.07861,,,
525.8814,234.1096,1157.70129,1042.29871,,,
-136.3418,223.6672,1158.52747,1041.47253,,,
558.0202,227.6856,1155.91687,1044.08313,,,
-18.5058,219.4078,1156.92139,1043.07861,,,
516.0722,222.527,1154.85193,1045.14807,,,
97.805,216.7832,1155.63171,1044.36829,,,
557.9352,220.8878,1154.1958,1045.8042,,,
76.487,214.7736,1155.22192,1044.77808,,,
109.7668,209.6764,1153.69336,1046.30664,,,
99.2448,204.364,1152.41907,1047.58093,,,
-51.4694,196.3582,1151.09094,1048.90906,,,
405.8638,197.8838,1149.0896,1050.9104,,,
-223.2356,186.367,1149.47095,1050.52905,,,
544.842,190.8316,1146.5918,1053.4082,,,
-108.355,181.4912,1147.70789,1052.29211,,,
491.5308,185.0112,1145.3728,1054.6272,,,
-64.2694,176.6964,1146.25281,1053.74719,,,
277.2678,175.8782,1144.17407,1055.82593,,,
323.646,175.6034,1143.9696,1056.0304,,,
136.1328,171.8198,1143.90088,1056.09912,,,
454.091,174.4256,1142.95496,1057.04504,,,
-7.7418,167.4594,1143.60645,1056.39355,,,
537.7798,172.0344,1141.86487,1058.13513,,,
-41.395,164.2744,1143.00854,1056.99146,,,
444.9426,166.7754,1141.0686,1058.9314,,,
74.9096,161.256,1141.69385,1058.30615,,,
231.4532,159.2636,1140.31396,1059.68604,,,
303.7604,158.7934,1139.81592,1060.18408,,,
-11.5178,151.6942,1139.69836,1060.30164,,,
371.6122,152.8944,1137.92358,1062.07642,,,
32.6748,146.6948,1138.22363,1061.77637,,,
273.815,144.5958,1136.67371,1063.32629,,,
12.0682,137.402,1136.14893,1063.85107,,,
188.854,134.7998,1134.35046,1065.64954,,,
241.4368,133.2544,1133.69995,1066.30005,,,
195.1754,131.004,1133.3136,1066.6864,,,
240.7358,129.7782,1132.75098,1067.24902,,,
0.4418,123.4868,1132.44458,1067.55542,,,
253.4904,122.6942,1130.8717,1069.1283,,,
105.5306,118.6778,1130.67358,1069.32642,,,
72.9948,114.2116,1129.66943,1070.33057,,,
244.6298,113.38,1128.55286,1071.44714,,,
-81.826,105.8728,1128.34497,1071.65503,,,
211.1834,104.5254,1126.46826,1073.53174,,,
163.2104,102.0908,1126.13135,1073.86865,,,
-12.3544,95.9684,1125.52271,1074.47729,,,
217.5448,94.8988,1123.99207,1076.00793,,,
7.0748,89.6934,1123.72473,1076.27527,,,
89.5358,86.2538,1122.42334,1077.57666,,,
134.0252,83.7564,1121.56348,1078.43652,,,
-100.7614,76.4118,1120.93909,1079.06091,,,
153.1168,74.551,1119.10291,1080.89709,,,
10.787,69.933,1118.6377,1081.3623,,,
18.8718,65.4364,1117.48328,1082.51672,,,
108.4756,63.105,1116.35913,1083.64087,,,
-111.0018,56.0148,1115.77625,1084.22375,,,
6.5382,51.3712,1114.00366,1085.99634,,,
94.1902,48.3258,1112.84277,1087.15723,,,
-19.9206,42.5844,1112.08142,1087.91858,,,
81.5924,39.6192,1110.64612,1089.35388,,,
71.0936,36.7364,1109.90479,1090.09521,,,
-82.274,30.4726,1109.18408,1090.81592,,,
163.3708,29.8148,1107.61816,1092.38184,,,
-114.1896,23.254,1107.45374,1092.54626,,,
34.519,19.709,1105.81348,1094.18652,,,
127.7016,18.1594,1104.92725,1095.07275,,,
-119.4958,11.5382,1104.53979,1095.46021,,,
-42.9878,6.601,1102.88452,1097.11548,,,
216.4448,7.1244,1101.65027,1098.34973,,,
-174.9702,-0.6944,1101.78113,1098.21887,,,
-4.957,-4.6708,1099.82642,1100.17358,,,
72.5664,-6.7796,1098.83228,1101.16772,,,
-134.8894,-13.41,1098.30505,1101.69495,,,
32.1838,-16.4028,1096.64746,1103.35254,,,
42.6258,-18.958,1095.89929,1104.10071,,,
-164.5018,-25.7466,1095.2605,1104.7395,,,
-48.4596,-30.0228,1093.56335,1106.43665,,,
46.0576,-32.1154,1092.49426,1107.50574,,,
-145.9948,-38.255,1091.97119,1108.02881,,,
-85.8334,-43.039,1090.43628,1109.56372,,,
171.4198,-42.2912,1089.24023,1110.75977,,,
-110.339,-47.344,1089.42725,1110.57275,,,
-99.4862,-52.2158,1088.16394,1111.83606,,,
20.6916,-54.2498,1086.94604,1113.05396,,,
48.6258,-55.7006,1086.43762,1113.56238,,,
-92.7992,-60.4236,1086.07483,1113.92517,,,
-36.6782,-63.43,1084.89404,1115.10596,,,
-62.2488,-66.796,1084.14246,1115.85754,,,
-90.0878,-70.6382,1083.30103,1116.69897,,,
-137.2724,-75.4426,1082.34045,1117.65955,,,
8.0902,-77.0426,1081.1394,1118.8606,,,
10.9038,-78.4374,1080.73938,1119.26062,,,
-289.9424,-86.1146,1080.39062,1119.60938,,,
-40.2172,-88.4756,1078.47131,1121.52869,,,
106.948,-87.799,1077.8811,1122.1189,,,
-286.8262,-95.2674,1078.05029,1121.94971,,,
-177.6962,-100.4012,1076.18311,1123.81689,,,
63.4766,-100.0964,1074.89966,1125.10034,,,
-102.6914,-103.367,1074.97595,1125.02405,,,
-184.5084,-108.4686,1074.1582,1125.8418,,,
-35.6116,-110.135,1072.88281,1127.11719,,,
-98.3026,-113.2856,1072.46619,1127.53381,,,
-147.809,-117.2672,1071.67859,1128.32141,,,
-18.2778,-118.4684,1070.68323,1129.31677,,,
-332.9398,-126.2936,1070.38293,1129.61707,,,
-23.1996,-127.266,1068.42664,1131.57336,,,
61.7402,-126.5136,1068.18347,1131.81653,,,
-297.749,-133.6294,1068.37158,1131.62842,,,
-6.0718,-134.245,1066.59265,1133.40735,,,
-130.2602,-137.2498,1066.43872,1133.56128,,,
-339.4946,-144.7318,1065.6875,1134.3125,,,
13.6598,-144.5638,1063.81702,1136.18298,,,
-249.6082,-150.099,1063.85901,1136.14099,,,
-224.4098,-155.9202,1062.47522,1137.52478,,,
8.7336,-155.8414,1061.0199,1138.9801,,,
-324.6912,-163.1306,1061.03967,1138.96033,,,
83.4896,-161.1554,1059.21741,1140.78259,,,
-507.0616,-171.6284,1059.71118,1140.28882,,,
-91.7232,-172.921,1057.0929,1142.9071,,,
-179.7326,-176.3064,1056.76978,1143.23022,,,
-418.0122,-184.6436,1055.92346,1144.07654,,,
68.5742,-182.3266,1053.83911,1146.16089,,,
-440.7596,-190.9016,1054.41833,1145.58167,,,
-12.0946,-190.4482,1052.27466,1147.72534,,,
-62.1118,-190.8678,1052.38794,1147.61206,,,
-533.6572,-201.175,1052.28308,1147.71692,,,
71.1536,-198.4066,1049.7063,1150.2937,,,
-513.0644,-208.2908,1050.39832,1149.60168,,,
88.6096,-205.2198,1047.92725,1152.07275,,,
-219.321,-208.5332,1048.69507,1151.30493,,,
-480.344,-217.289,1047.8667,1152.1333,,,
41.4164,-215.0292,1045.67773,1154.32227,,,
-619.8668,-226.5444,1046.24268,1153.75732,,,
137.6732,-222.4138,1043.36389,1156.63611,,,
-405.0622,-229.2714,1044.39648,1155.60352,,,
-356.8968,-235.1054,1042.68213,1157.31787,,,
-44.9366,-234.289,1041.22363,1158.77637,,,
-682.6346,-246.6588,1041.42773,1158.57227,,,
29.1332,-244.1222,1038.33533,1161.66467,,,
-504.2868,-252.6034,1038.96948,1161.03052,,,
28.3986,-250.0764,1036.84912,1163.15088,,,
-285.9142,-254.2258,1037.48096,1162.51904,,,
44.9438,-251.371,1036.44348,1163.55652,,,
-230.9182,-254.7502,1037.15723,1162.84277,,,
-235.7396,-257.4242,1036.3125,1163.6875,,,
-21.2424,-255.7892,1035.64392,1164.35608,,,
-447.7548,-262.7042,1036.05273,1163.94727,,,
106.1782,-258.237,1034.32397,1165.67603,,,
-640.7802,-269.0098,1035.4408,1164.5592,,,
25.1906,-266.1048,1032.74756,1167.25244,,,
-608.1636,-276.0948,1033.47375,1166.52625,,,
65.7772,-272.2924,1030.97632,1169.02368,,,
-477.6618,-279.5574,1031.92688,1168.07312,,,
94.488,-275.1086,1030.11072,1169.88928,,,
-366.505,-280.12,1031.2229,1168.7771,,,
-26.8812,-278.0678,1029.96997,1170.03003,,,
-272.5576,-281.3382,1030.48303,1169.51697,,,
-505.231,-288.8952,1029.66553,1170.33447,,,
-231.3252,-290.736,1027.77625,1172.22375,,,
-578.7644,-299.5786,1027.31604,1172.68396,,,
-150.7148,-299.6752,1025.10535,1174.89465,,,
-734.0294,-311.4572,1025.08118,1174.91882,,,
31.5902,-307.7486,1022.13568,1177.86426,,,
-599.9342,-316.5906,1023.06281,1176.93713,,,
40.6514,-312.5744,1020.85236,1179.14771,,,
-596.736,-321.3068,1021.85638,1178.14355,,,
-0.8958,-317.9146,1019.67328,1180.32666,,,
-595.0518,-326.6114,1020.52136,1179.47864,,,
-23.4164,-323.5124,1018.34711,1181.65283,,,
-590.6036,-331.6472,1019.12195,1180.87805,,,
-135.3048,-330.5166,1017.0882,1182.91174,,,
-465.816,-335.9298,1017.37085,1182.62915,,,
-187.2316,-335.6976,1016.01758,1183.98242,,,
-508.221,-341.807,1016.07562,1183.92444,,,
-139.1832,-340.4974,1014.54822,1185.45178,,,
-524.6566,-346.801,1014.87561,1185.12439,,,
-80.8074,-344.4974,1013.29974,1186.7002,,,
-558.947,-351.3272,1013.87567,1186.12439,,,
-77.5356,-348.5822,1012.16821,1187.83179,,,
-523.7748,-354.6596,1012.85443,1187.14551,,,
8.7206,-350.0948,1011.33508,1188.66492,,,
-684.218,-359.4674,1012.47632,1187.52368,,,
-106.519,-357.0678,1010.13312,1189.86682,,,
-461.66,-361.5634,1010.73303,1189.26697,,,
-36.203,-357.6804,1009.60913,1190.39087,,,
-588.7156,-364.7586,1010.5799,1189.42004,,,
-19.8772,-360.34,1008.81036,1191.1897,,,
-605.8474,-367.5812,1009.91504,1190.08496,,,
-56.9652,-363.757,1008.10474,1191.89526,,,
-534.1342,-369.5584,1009.06079,1190.93921,,,
-223.3432,-369.0518,1007.61041,1192.38953,,,
-675.8602,-377.3794,1007.73706,1192.26294,,,
-309.5324,-378.3,1005.65515,1194.34485,,,
-561.0014,-384.2692,1005.42499,1194.57495,,,
-378.9458,-386.2604,1003.93268,1196.06726,,,
-445.2774,-389.3596,1003.43488,1196.56506,,,
-554.3068,-395.3138,1002.6601,1197.33984,,,
-164.0986,-393.0042,1001.17151,1198.82849,,,
-762.9702,-402.1626,1001.74896,1198.2511,,,
-215.0136,-400.1758,999.45935,1200.54065,,,
-591.2674,-405.8846,999.95605,1200.04395,,,
-325.525,-405.9092,998.52887,1201.47119,,,
-521.4662,-410.0116,998.52271,1201.47729,,,
-190.1298,-407.2662,997.49713,1202.50293,,,
-393.2488,-408.698,998.18347,1201.81653,,,
-319.021,-408.3876,997.8255,1202.17456,,,
-94.9548,-404.0014,997.90308,1202.09692,,,
-514.6164,-407.832,998.99963,1201.00037,,,
-341.1984,-408.1824,998.04199,1201.95801,,,
-587.2228,-413.376,997.95441,1202.04553,,,
-111.1276,-408.881,996.65601,1203.34399,,,
-628.7498,-414.9456,997.77979,1202.22021,,,
-128.3156,-410.508,996.26361,1203.73645,,,
-841.5868,-420.9086,997.37299,1202.62708,,,
-449.6612,-422.9314,994.77283,1205.22717,,,
-551.0692,-426.9104,994.26715,1205.73291,,,
-556.816,-430.9082,993.2724,1206.72766,,,
-254.8648,-428.688,992.27295,1207.72705,,,
-662.8512,-434.7212,992.828,1207.172,,,
-159.1612,-430.5418,991.3197,1208.6803,,,
-814.5414,-439.5298,992.36456,1207.6355,,,
-397.6544,-439.6962,990.11755,1209.88245,,,
-750.5036,-446.9954,990.07599,1209.92407,,,
-575.3176,-450.3906,988.25116,1211.7489,,,
-360.6354,-449.5522,987.40234,1212.59766,,,
-530.0242,-452.0012,987.61194,1212.38806,,,
-92.5488,-445.4816,986.99969,1213.00024,,,
-722.1032,-451.8202,988.62958,1211.37036,,,
-240.0384,-447.9654,987.04498,1212.95508,,,
-771.614,-455.0018,988.00861,1211.99133,,,
-164.0102,-449.6562,986.24957,1213.75049,,,
-274.9816,-446.408,987.58594,1212.41406,,,
-611.5854,-450.0824,988.39801,1211.60205,,,
-90.3212,-442.952,987.47937,1212.52063,,,
-686.8092,-447.9638,989.26202,1210.73804,,,
-105.4464,-441.062,988.00903,1211.99097,,,
-535.5222,-442.9394,989.7345,1210.2655,,,
-314.2152,-440.3098,989.26514,1210.73486,,,
-38.2732,-432.1326,989.92255,1210.07739,,,
-641.3124,-436.2616,991.96686,1208.0332,,,
-145.3128,-430.0594,990.93457,1209.06543,,,
-750.989,-436.1876,992.48517,1207.51489,,,
-33.6136,-427.742,990.95306,1209.04688,,,
-501.2192,-428.6918,993.06451,1206.93555,,,
-432.077,-428.3684,992.82703,1207.17297,,,
-584.929,-430.7714,992.9079,1207.09216,,,
-753.1266,-436.7488,992.30713,1207.69287,,,
9.408,-426.9018,990.81281,1209.18713,,,
-644.2576,-430.5092,993.27454,1206.72546,,,
-120.6002,-423.42,992.37268,1207.62732,,,
-251.4366,-418.8464,994.14502,1205.85498,,,
-481.6806,-419.2524,995.28839,1204.71167,,,
-516.3146,-419.7916,995.18689,1204.81311,,,
-628.9482,-422.9398,995.05206,1204.94788,,,
44.8392,-412.1058,994.26508,1205.73499,,,
-628.0762,-414.948,996.97357,1203.02637,,,
-228.1592,-409.6904,996.263,1203.73706,,,
-875.7934,-417.28,997.57739,1202.42261,,,
-497.2534,-417.3148,995.67999,1204.31995,,,
-412.2892,-415.1126,995.67126,1204.32874,,,
-669.1568,-418.516,996.22186,1203.77808,,,
-50.316,-409.0958,995.37097,1204.62903,,,
-728.3258,-413.6896,997.72601,1202.27393,,,
-206.449,-407.3176,996.57764,1203.42236,,,
-883.3612,-414.2382,998.17059,1201.82947,,,
-462.5616,-413.1524,996.44043,1203.55957,,,
-467.4372,-411.5504,996.71191,1203.28809,,,
-557.9612,-410.5778,997.11237,1202.88757,,,
-204.9972,-404.0564,997.35553,1202.64441,,,
-334.1726,-399.7664,998.9859,1201.01416,,,
-447.5854,-398.1698,1000.05841,1199.94153,,,
-60.0082,-388.4766,1000.45752,1199.54248,,,
-604.2294,-390.0182,1002.88086,1197.11914,,,
-75.7334,-380.9174,1002.49548,1197.50452,,,
-545.8778,-381.2584,1004.77069,1195.22937,,,
-174.2888,-374.3226,1004.68542,1195.31458,,,
-196.1054,-367.6108,1006.41931,1193.58069,,,
-425.2534,-366.098,1008.09729,1191.90271,,,
-483.6356,-363.3352,1008.47546,1191.52454,,,
-637.0286,-364.9838,1009.1662,1190.83386,,,
-453.2462,-363.9814,1008.75409,1191.24597,,,
-89.0042,-355.3946,1009.00464,1190.99536,,,
-468.0716,-354.7352,1011.15137,1188.84863,,,
-161.6048,-347.9478,1011.31622,1188.68384,,,
-505.383,-348.1978,1013.01306,1186.98694,,,
-124.0634,-340.8862,1012.95056,1187.04944,,,
-463.1506,-340.355,1014.77844,1185.22156,,,
-206.6278,-334.8826,1014.91125,1185.08875,,,
-364.7762,-332.4544,1016.2793,1183.7207,,,
-302.3356,-329.1332,1016.88635,1183.11365,,,
-580.1576,-331.1312,1017.71674,1182.28333,,,
-355.1582,-328.8,1017.21716,1182.78284,,,
-493.1712,-328.8588,1017.79999,1182.20007,,,
-362.4954,-326.6628,1017.78534,1182.21472,,,
-427.257,-325.436,1018.33429,1181.66565,,,
-238.6088,-320.605,1018.64099,1181.35901,,,
-279.3464,-316.6914,1019.84875,1180.15125,,,
-276.3324,-312.8268,1020.82715,1179.17285,,,
-196.0158,-307.2682,1021.79333,1178.20667,,,
-284.675,-303.9278,1023.18298,1176.81702,,,
-485.3262,-304.6084,1024.01807,1175.98193,,,
-367.7628,-302.8406,1023.8479,1176.1521,,,
-271.431,-299.2268,1024.28979,1175.71021,,,
-398.313,-298.1152,1025.19324,1174.80676,,,
-185.4924,-292.9456,1025.47119,1174.52881,,,
-477.9874,-293.6442,1026.76355,1173.23645,,,
-126.2692,-287.428,1026.58899,1173.41101,,,
-339.1394,-285.5218,1028.14307,1171.85693,,,
-40.6136,-277.8102,1028.61951,1171.38049,,,
-287.6496,-275.0814,1030.54749,1169.45251,,,
-361.2114,-274.0884,1031.22961,1168.77039,,,
-278.3366,-271.5472,1031.47791,1168.52209,,,
-285.7492,-269.344,1032.11316,1167.88684,,,
-277.5644,-267.1318,1032.66394,1167.33606,,,
-325.8026,-266.1016,1033.21704,1166.78296,,,
-72.7636,-259.9022,1033.47461,1166.52539,,,
-334.8162,-259.314,1035.02441,1164.97559,,,
-75.9024,-253.6178,1035.17151,1164.82849,,,
-449.2236,-255.625,1036.59558,1163.40442,,,
-38.6572,-249.346,1036.09375,1163.90625,,,
-403.258,-250.4594,1037.66345,1162.33655,,,
-58.9554,-244.7402,1037.38513,1162.61487,,,
-702.7928,-251.9912,1038.81494,1161.18506,,,
-36.6314,-245.758,1037.0022,1162.9978,,,
-450.0082,-247.8352,1038.56055,1161.43945,,,
6.1474,-240.8836,1038.04126,1161.95874,,,
-397.8222,-241.927,1039.77905,1160.22095,,,
-183.8974,-238.8428,1039.51831,1160.48169,,,
-396.0104,-239.9056,1040.28931,1159.71069,,,
-394.3782,-241.2054,1040.02356,1159.97644,,,
-297.324,-240.0158,1039.69861,1160.30139,,,
-458.0832,-242.374,1039.99609,1160.00391,,,
-25.9282,-235.6082,1039.40649,1160.59351,,,
-514.012,-239.0854,1041.0979,1158.9021,,,
-55.0128,-233.2082,1040.22864,1159.77136,,,
-367.0668,-233.71,1041.698,1158.302,,,
45.8368,-225.8592,1041.57251,1158.42749,,,
-569.9616,-230.6478,1043.53516,1156.46484,,,
67.7472,-222.4914,1042.33801,1157.66199,,,
-181.9948,-219.3122,1044.3772,1155.6228,,,
-74.1384,-214.4726,1045.172,1154.828,,,
-214.106,-212.097,1046.38184,1153.61816,,,
-490.0844,-215.4828,1046.97571,1153.02429,,,
-39.2512,-209.5268,1046.12927,1153.87073,,,
-469.4736,-212.712,1047.61829,1152.38171,,,
-53.6976,-207.2898,1046.82202,1153.17798,,,
-385.682,-208.6626,1048.17761,1151.82239,,,
-14.7062,-202.5526,1047.83435,1152.16565,,,
