connected to i2c device 5
imu who am i is 113 
                    
accel config 2 12 
calibration complete, 1.247612 -0.593844 1.429205 -3.091101 -3.061432 0.000000
shared memory attached at address 0xb6f3d000
segment size: 25600
  -4.26640,  -0.11121,   0.00000,   0.00000
  -3.98394,  -0.18912,1099.44397,1100.55603
  -3.89688,  -0.26272,1099.05444,1100.94556
  -3.81261,  -0.33379,1098.68640,1101.31360
  -4.48134,  -0.41673,1098.33105,1101.66895
  -4.28854,  -0.49416,1097.91638,1102.08362
  -4.01134,  -0.56460,1097.52917,1102.47083
  -3.94118,  -0.63226,1097.17700,1102.82300
  -4.17363,  -0.70341,1096.83862,1103.16138
  -3.82824,  -0.76622,1096.48291,1103.51709
  -3.57717,  -0.82261,1096.16895,1103.83105
  -3.85059,  -0.88280,1095.88696,1104.11304
  -4.29288,  -0.95092,1095.58606,1104.41394
  -3.80880,  -1.00746,1095.24536,1104.75464
  -4.29288,  -1.07302,1094.96265,1105.03735
  -3.87841,  -1.12912,1094.63489,1105.36511
  -3.28285,  -1.17291,1094.35437,1105.64563
  -4.00566,  -1.22938,1094.13538,1105.86462
  -4.53780,  -1.29572,1093.85315,1106.14685
  -4.28618,  -1.35538,1093.52136,1106.47864
  -4.00851,  -1.40839,1093.22314,1106.77686
  -3.87045,  -1.45734,1092.95801,1107.04199
  -4.03579,  -1.50926,1092.71326,1107.28674
  -3.89485,  -1.55685,1092.45374,1107.54626
  -4.31963,  -1.61235,1092.21570,1107.78430
  -4.48230,  -1.67003,1091.93823,1108.06177
  -3.98188,  -1.71693,1091.64990,1108.35010
  -2.96023,  -1.74211,1091.41528,1108.58472
  -3.56835,  -1.77841,1091.28943,1108.71057
  -3.89654,  -1.82098,1091.10791,1108.89209
  -3.91177,  -1.86264,1090.89514,1109.10486
  -3.45486,  -1.89473,1090.68677,1109.31323
  -4.17968,  -1.94078,1090.52637,1109.47363
  -3.44542,  -1.96997,1090.29614,1109.70386
  -4.51003,  -2.02133,1090.15015,1109.84985
  -4.20852,  -2.06467,1089.89331,1110.10669
  -4.15881,  -2.10687,1089.67664,1110.32336
  -4.06925,  -2.14571,1089.46570,1110.53430
  -5.00584,  -2.20284,1089.27148,1110.72852
  -4.15860,  -2.24194,1088.98584,1111.01416
  -2.87145,  -2.25371,1088.79028,1111.20972
  -4.01218,  -2.28895,1088.73145,1111.26855
  -4.04642,  -2.32376,1088.55518,1111.44482
  -3.82273,  -2.35429,1088.38123,1111.61877
  -3.95162,  -2.38645,1088.22852,1111.77148
  -3.61283,  -2.41119,1088.06775,1111.93225
   0.50054,  -2.35052,1087.94409,1112.05591
  -6.66011,  -2.44079,1088.24744,1111.75256
 -14.09827,  -2.67636,1087.79602,1112.20398
   3.50583,  -2.54401,1086.61816,1113.38184
  -4.92027,  -2.57856,1087.27991,1112.72009
 -11.17710,  -2.75494,1087.10718,1112.89282
   3.92833,  -2.64092,1086.22534,1113.77466
  -3.37680,  -2.66675,1086.79541,1113.20459
 -18.45912,  -2.97658,1086.66626,1113.33374
   6.80553,  -2.77131,1085.11707,1114.88293
  -9.59015,  -2.90330,1086.14343,1113.85657
  -2.09505,  -2.90430,1085.48352,1114.51648
  -1.07741,  -2.87868,1085.47852,1114.52148
  -8.94262,  -2.99486,1085.60657,1114.39343
   8.17382,  -2.75598,1085.02563,1114.97437
  -7.83310,  -2.84207,1086.22009,1113.77991
 -18.48754,  -3.16735,1085.78967,1114.21033
  -5.07654,  -3.21105,1084.16321,1115.83679
  -8.86719,  -3.33137,1083.94482,1116.05518
 -21.36654,  -3.69410,1083.34314,1116.65686
   0.05072,  -3.60928,1081.52954,1118.47046
  -3.01179,  -3.60261,1081.95361,1118.04639
  -4.42139,  -3.61174,1081.98694,1118.01306
   4.44802,  -3.45010,1081.94128,1118.05872
  -5.62186,  -3.49769,1082.74951,1117.25049
   5.31452,  -3.33273,1082.51160,1117.48840
 -80.86867,  -4.88654,1083.33630,1116.66370
  23.69451,  -4.31316,1075.56726,1124.43274
 -29.41868,  -4.80932,1078.43420,1121.56580
  14.33520,  -4.42478,1075.95337,1124.04663
 148.84209,  -1.35389,1077.87610,1122.12390
   3.21966,  -1.26183,1093.23059,1106.76941
 -12.48637,  -1.48241,1093.69092,1106.30908
  51.12026,  -0.42903,1092.58789,1107.41211
  -0.42103,  -0.42612,1097.85486,1102.14514
  34.27187,   0.26778,1097.86938,1102.13062
  54.98334,   1.35566,1101.33887,1098.66113
  28.78094,   1.89509,1106.77832,1093.22168
  -7.54535,   1.71684,1109.47546,1090.52454
 -10.73396,   1.47161,1108.58423,1091.41577
  94.36378,   3.33549,1107.35803,1092.64197
 -16.65043,   2.93199,1116.67749,1083.32251
   2.23290,   2.91667,1114.65991,1085.34009
  -0.52725,   2.85991,1114.58337,1085.41663
  -8.56048,   2.63101,1114.29956,1085.70044
  66.40116,   3.89239,1113.15503,1086.84497
   3.99808,   3.90540,1119.46191,1080.53809
 -35.29718,   3.12993,1119.52698,1080.47302
 -10.51501,   2.83960,1115.64966,1084.35034
   7.17214,   2.92260,1114.19800,1085.80200
  18.19248,   3.23483,1114.61304,1085.38696
   3.26640,   3.23925,1116.17407,1083.82593
   3.36523,   3.23312,1116.19629,1083.80371
  15.90160,   3.48181,1116.16553,1083.83447
   4.92264,   3.51521,1117.40906,1082.59094
